"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","SYMBOL","ENTREZID"
"4324","MRPL2",4.1379144764482e-10,-0.530112125745704,0.148,0.106,6.32521606869871e-06,"MRPL2","51069"
"4325","MRPL20",6.94417630389737e-38,0.14684504407827,0.354,0.241,1.06148678981375e-33,"MRPL20","55052"
"4326","MRPL21",6.15573172132028e-09,-0.348095892090955,0.253,0.199,9.40965150921018e-05,"MRPL21","219927"
"4327","MRPL22",3.95524179977776e-16,-0.333240156054786,0.253,0.184,6.04598261514028e-12,"MRPL22","29093"
"4328","MRPL23",5.17935904196623e-21,-0.0145602125737272,0.437,0.335,7.91716823154958e-17,"MRPL23","6150"
"4329","MRPL24",2.29510326902921e-38,-0.203743582259425,0.196,0.109,3.50829485703805e-34,"MRPL24","79590"
"4330","MRPL27",1.1263270157057e-09,-0.246630603524689,0.364,0.293,1.72170347620773e-05,"MRPL27","51264"
"4331","MRPL28",2.02364780470731e-18,0.032608393562509,0.233,0.163,3.0933480342756e-14,"MRPL28","10573"
"4332","MRPL3",2.82015965995219e-63,0.0309697361456518,0.201,0.092,4.31089605620291e-59,"MRPL3","11222"
"4333","MRPL32",6.39202382312364e-32,-0.162428370632912,0.235,0.146,9.7708476160268e-28,"MRPL32","64983"
"4334","MRPL33",3.99328401115609e-56,0.275699587390697,0.302,0.175,6.10413393945319e-52,"MRPL33","9553"
"4335","MRPL35",2.36559735114694e-13,-0.384169736151684,0.151,0.103,3.61605211096322e-09,"MRPL35","51318"
"4336","MRPL36",7.83895924626404e-37,0.243794732793815,0.224,0.135,1.19826331038392e-32,"MRPL36","64979"
"4337","MRPL37",3.81673129131998e-66,0.27776116803795,0.196,0.088,5.83425545191172e-62,"MRPL37","51253"
"4338","MRPL39",2.26822148637399e-17,-0.413826605114229,0.092,0.052,3.46720336407128e-13,"MRPL39","54148"
"4339","MRPL4",5.71359757016146e-32,-0.188268487649575,0.192,0.112,8.7338052457488e-28,"MRPL4","51073"
"4340","MRPL40",1.35402637453469e-26,-0.023510942912098,0.173,0.104,2.06976471611373e-22,"MRPL40","64976"
"4341","MRPL41",3.35850389375341e-10,-0.0559286436371922,0.525,0.422,5.13380905199147e-06,"MRPL41","64975"
"4342","MRPL42",4.02699971837438e-36,0.0396557694957611,0.147,0.074,6.15567176950708e-32,"MRPL42","28977"
"4343","MRPL43",3.29335736369946e-13,-0.196892781889045,0.206,0.149,5.03422606615099e-09,"MRPL43","84545"
"4344","MRPL44",1.23412998371387e-22,-0.135040304925761,0.136,0.079,1.88649109310502e-18,"MRPL44","65080"
"4345","MRPL45",1.85021589308165e-24,-0.167402794131374,0.096,0.048,2.82824001416461e-20,"MRPL45","84311"
"4346","MRPL46",2.74971020502669e-18,-0.200385187178402,0.125,0.076,4.20320701940379e-14,"MRPL46","26589"
"4347","MRPL47",4.487242821057e-33,0.0267266413999562,0.203,0.118,6.85919937626773e-29,"MRPL47","57129"
"4348","MRPL48",3.43693903153573e-11,-0.462191736475812,0.155,0.11,5.25370500360552e-07,"MRPL48","51642"
"4349","MRPL49",5.83361156566406e-17,-0.131711777223965,0.082,0.045,8.91725863927408e-13,"MRPL49","740"
"4350","MRPL50",1.4844839791391e-51,0.379817341356384,0.127,0.05,2.26918221051203e-47,"MRPL50","54534"
"4351","MRPL51",4.20233466780172e-26,-0.0050213933238501,0.39,0.29,6.42368877320171e-22,"MRPL51","51258"
"4352","MRPL52",1.18757367008291e-55,0.2014222906742,0.366,0.231,1.81532511208874e-51,"MRPL52","122704"
"4353","MRPL54",1.41108876446908e-23,0.0153523925214476,0.322,0.231,2.15699028536743e-19,"MRPL54","116541"
"4354","MRPL55",1.78811770031142e-46,0.25621156003069,0.249,0.143,2.73331671669604e-42,"MRPL55","128308"
"4355","MRPL9",4.90635244013955e-37,-0.131400350587646,0.128,0.06,7.49985033999732e-33,"MRPL9","65005"
"4356","MRPS10",1.35213381675895e-43,0.742223178092093,0.147,0.069,2.06687175229773e-39,"MRPS10","55173"
"4357","MRPS12",2.03793045436847e-35,-0.0754139041618873,0.254,0.156,3.11518049254765e-31,"MRPS12","6183"
"4358","MRPS14",3.08068614596235e-22,-0.321155738317647,0.181,0.114,4.70913684271805e-18,"MRPS14","63931"
"4359","MRPS15",2.18454792681134e-38,0.0551485571054703,0.243,0.147,3.33929996092382e-34,"MRPS15","64960"
"4360","MRPS16",3.60114747516499e-28,0.00679404940791961,0.28,0.188,5.5047140305372e-24,"MRPS16","51021"
"4361","MRPS17",2.26691794767966e-25,-0.00307267859631466,0.095,0.046,3.46521077482313e-21,"MRPS17","51373"
"4362","MRPS18A",4.69211721025585e-25,0.0613743232894212,0.249,0.167,7.1723703675971e-21,"MRPS18A","55168"
"4363","MRPS18B",1.11332974805726e-18,-0.251394758375215,0.181,0.119,1.70183585288032e-14,"MRPS18B","28973"
"4364","MRPS18C",4.52945356530063e-31,0.00859790466665451,0.256,0.164,6.92372271991854e-27,"MRPS18C","51023"
"4365","MRPS2",6.00452570246832e-43,-0.173008045826189,0.12,0.051,9.17851798879308e-39,"MRPS2","51116"
"4366","MRPS21",1.63792140961368e-28,0.147455911541735,0.268,0.179,2.50372666673547e-24,"MRPS21","54460"
"4367","MRPS22",5.79953414973374e-10,-0.461292868593046,0.139,0.098,8.865167901283e-06,"MRPS22","56945"
"4368","MRPS23",2.56573628600793e-41,0.155247603559868,0.144,0.069,3.92198448679172e-37,"MRPS23","51649"
"4369","MRPS24",7.56456471139079e-09,-0.529190685720601,0.031,0.054,0.00011563193617832,"MRPS24","64951"
"4370","MRPS25",2.6208812964312e-27,-0.151393994325446,0.231,0.149,4.00627914972474e-23,"MRPS25","64432"
"4371","MRPS26",3.16481475372132e-27,-0.0589405264358898,0.194,0.12,4.83773583253841e-23,"MRPS26","64949"
"4372","MRPS27",2.34657031532421e-38,0.242459267213876,0.06,0.017,3.58696738400458e-34,"MRPS27","23107"
"4373","MRPS28",5.82554524656118e-16,-0.5544480620225,0.149,0.097,8.90492846389343e-12,"MRPS28","28957"
"4374","MRPS30",1.30414103435943e-19,-0.149813075350613,0.095,0.051,1.99350998512183e-15,"MRPS30","10884"
"4375","MRPS31",2.75932533655969e-25,0.130904559480108,0.1,0.05,4.21790470946514e-21,"MRPS31","10240"
"4376","MRPS33",6.35702867918397e-17,-0.333332852654817,0.259,0.183,9.71735403900061e-13,"MRPS33","51650"
"4377","MRPS34",5.25102851350654e-37,0.191426568463819,0.336,0.228,8.02672218574609e-33,"MRPS34","65993"
"4378","MRPS35",1.40497162683351e-23,-0.416014278802881,0.199,0.126,2.1476396287777e-19,"MRPS35","60488"
"4379","MRPS5",2.52060176091857e-19,-0.248722487670771,0.207,0.139,3.85299185174012e-15,"MRPS5","64969"
"4380","MRPS6",2.00031054858868e-61,0.468941880159116,0.216,0.104,3.05767470457265e-57,"MRPS6","64968"
"4381","MRPS7",6.27633243857187e-23,-0.14198904485528,0.263,0.181,9.59400176560097e-19,"MRPS7","51081"
"4382","MRPS9",4.39062007311524e-19,-0.595225770028117,0.117,0.068,6.71150184376396e-15,"MRPS9","64965"
"4383","MRRF",3.40161602140623e-12,-0.284345351370547,0.101,0.065,5.19971025032156e-08,"MRRF","92399"
"4384","MRS2",8.91825832849194e-19,0.00329540801113737,0.063,0.03,1.36324496809328e-14,"MRS2","57380"
"4385","MRTO4",3.42050161558746e-56,0.166905197700872,0.087,0.024,5.22857876958699e-52,"MRTO4","51154"
"4386","MS4A1",2.97809074012903e-06,-0.591064279074803,0.006,0.001,0.0455230950536123,"MS4A1","931"
"4387","MS4A12",3.6323809099627e-134,-0.670378123404372,0.273,0.494,5.55245745896899e-130,"MS4A12","54860"
"4388","MS4A8",6.873043101122e-44,-2.05565389004112,0.033,0.099,1.05061336843751e-39,"MS4A8","83661"
"4389","MSANTD2",1.77402693536771e-12,1.16915775784077,0.016,0.004,2.71177757340308e-08,"MSANTD2","79684"
"4390","MSANTD3",2.30091832200673e-12,0.235877140677564,0.014,0.003,3.51718374701948e-08,"MSANTD3","91283"
"4391","MSANTD4",1.05563114309985e-09,1.40157521241397,0.011,0.002,1.61363776534243e-05,"MSANTD4","84437"
"4392","MSH2",1.51346152579816e-14,0.876195586134207,0.031,0.012,2.31347728833507e-10,"MSH2","4436"
"4393","MSH3",2.4298584153665e-14,0.471867420646086,0.048,0.023,3.71428157372923e-10,"MSH3","4437"
"4394","MSH6",1.11949939295409e-26,0.800569691924346,0.027,0.005,1.71126677206962e-22,"MSH6","2956"
"4395","MSI2",4.04784878719759e-108,1.23102811957605,0.134,0.03,6.18754165611023e-104,"MSI2","124540"
"4396","MSL1",1.70319436842213e-38,0.754095422818963,0.12,0.055,2.60350291157007e-34,"MSL1","339287"
"4397","MSL2",5.03468161439651e-09,0.424377623737534,0.031,0.015,7.6960143157665e-05,"MSL2","55167"
"4398","MSL3",2.35367744346099e-20,0.372229060804034,0.052,0.021,3.59783134007447e-16,"MSL3","10943"
"4399","MSMO1",3.20021302966354e-39,0.7180113101246,0.11,0.048,4.89184563714369e-35,"MSMO1","6307"
"4400","MSN",3.8295114620852e-18,1.07770586999896,0.03,0.009,5.85379122094343e-14,"MSN","4478"
"4401","MSRA",4.55671355116881e-10,-0.0342892536003641,0.112,0.077,6.96539233431664e-06,"MSRA","4482"
"4402","MSRB1",6.55607346738058e-10,-0.180498687607204,0.156,0.115,1.0021613902238e-05,"MSRB1","51734"
"4403","MSRB2",5.3995543174649e-16,-0.154424084949829,0.305,0.222,8.25375872967684e-12,"MSRB2","22921"
"4404","MST1R",1.5189930179219e-26,0.664580245400724,0.156,0.092,2.32193272719542e-22,"MST1R","4486"
"4405","MSTO1",3.02708836607525e-23,0.000381641111737885,0.025,0.005,4.62720727638263e-19,"MSTO1","55154"
"4406","MSX2",2.32357803865309e-13,5.45378419221071,0.007,0,3.55182138988511e-09,"MSX2","4488"
"4407","MT1A",5.10892508712887e-23,0.635494475823867,0.051,0.019,7.80950288818519e-19,"MT1A","4489"
"4408","MT1E",5.34832474988633e-54,-0.627817923275464,0.504,0.595,8.17544921267625e-50,"MT1E","4493"
"4409","MT1F",2.04594032069361e-29,-0.35731375575823,0.218,0.312,3.12742437421225e-25,"MT1F","4494"
"4410","MT1G",4.39826130213979e-105,-0.272259977998191,0.412,0.612,6.72318222645088e-101,"MT1G","4495"
"4411","MT1H",4.03351973122869e-51,-0.532708437932656,0.17,0.295,6.16563826115617e-47,"MT1H","4496"
"4412","MT1HL1",2.10572577277185e-13,2.00234817369034,0.019,0.005,3.21881241625905e-09,"MT1HL1","645745"
"4413","MT1M",5.43166065515046e-28,-0.0220497522405467,0.229,0.332,8.302836477463e-24,"MT1M","4499"
"4414","MT1X",7.59695052073755e-22,-0.547099698504517,0.335,0.395,1.16126985659994e-17,"MT1X","4501"
"4415","MT2A",4.85250933872951e-49,-0.502583215737946,0.508,0.6,7.41754577518193e-45,"MT2A","4502"
"4416","MTA1",9.06100364353655e-08,0.104576253892317,0.071,0.048,0.001385065016951,"MTA1","9112"
"4417","MTA2",1.16702226238597e-11,0.50114825656007,0.025,0.01,1.78391023028319e-07,"MTA2","9219"
"4418","MTA3",5.00112652972752e-13,-0.438054583590895,0.087,0.053,7.64472201334149e-09,"MTA3","57504"
"4419","MTAP",6.15939861957055e-22,0.0623343711526765,0.047,0.017,9.41525672987555e-18,"MTAP","4507"
"4420","MTCH1",4.57437818869295e-31,0.0516859257827953,0.322,0.216,6.99239449923604e-27,"MTCH1","23787"
"4421","MTCH2",1.44481450732365e-15,-0.374186317347656,0.302,0.221,2.20854345589493e-11,"MTCH2","23788"
"4422","MTDH",2.95470121728044e-164,1.16033054857784,0.331,0.131,4.51655628073489e-160,"MTDH","92140"
"4423","MTF1",4.80757972905232e-18,0.590000009744508,0.058,0.027,7.34886637382938e-14,"MTF1","4520"
"4424","MTF2",1.74931093405084e-29,0.190473166593049,0.097,0.045,2.67399669379011e-25,"MTF2","22823"
"4425","MTFMT",5.1568021203615e-11,-0.0688484224222528,0.049,0.026,7.88268772118459e-07,"MTFMT","123263"
"4426","MTFP1",3.66661623480006e-13,-0.33600522201766,0.062,0.034,5.60478957651538e-09,"MTFP1","51537"
"4427","MTFR1",1.23575730168333e-12,-0.0747763980388014,0.056,0.03,1.88897861135314e-08,"MTFR1","9650"
"4428","MTFR2",8.63289527979367e-22,1.3598736387703,0.021,0.003,1.31962437246926e-17,"MTFR2","113115"
"4429","MTG2",7.84171994738754e-09,0.0183002540223818,0.058,0.036,0.000119868531115766,"MTG2","26164"
"4430","MTHFD1",3.15626827157434e-43,0.13335241431697,0.073,0.022,4.82467167992854e-39,"MTHFD1","4522"
"4431","MTHFD1L",2.18221726805073e-49,2.16205099531328,0.034,0.002,3.33573731594234e-45,"MTHFD1L","25902"
"4432","MTHFD2",3.4959117814749e-147,1.49815474007183,0.133,0.018,5.34385074916254e-143,"MTHFD2","10797"
"4433","MTHFD2L",6.8095326816685e-38,0.10065428019198,0.103,0.043,1.04090516571985e-33,"MTHFD2L","441024"
"4434","MTHFR",2.00201832470146e-30,1.05335937141894,0.093,0.042,3.06028521113866e-26,"MTHFR","4524"
"4435","MTHFS",1.82143297831855e-21,-0.327101407478176,0.124,0.071,2.78424245065773e-17,"MTHFS","10588"
"4436","MTIF2",8.34299166607656e-22,-0.170828843997657,0.089,0.045,1.27530970607646e-17,"MTIF2","4528"
"4437","MTIF3",1.80734061017882e-21,-0.077330836310369,0.273,0.19,2.76270085671935e-17,"MTIF3","219402"
"4438","MTM1",4.27828493100726e-12,0.798460529559735,0.057,0.032,6.5397863455377e-08,"MTM1","4534"
"4439","MTMR1",1.88569354636413e-15,1.04611563877726,0.021,0.005,2.88247115497221e-11,"MTMR1","8776"
"4440","MTMR10",5.56962388663767e-15,0.667549826082359,0.038,0.016,8.51372707311435e-11,"MTMR10","54893"
"4441","MTMR12",1.55516744452335e-10,0.675422671835269,0.027,0.011,2.37722895569839e-06,"MTMR12","54545"
"4442","MTMR4",2.12387932181126e-10,0.190650959943238,0.059,0.035,3.2465619313207e-06,"MTMR4","9110"
"4443","MTMR6",3.82262925424371e-32,0.860998620819323,0.05,0.014,5.84327107803694e-28,"MTMR6","9107"
"4444","MTMR9",4.5708081235542e-13,0.899565219037901,0.036,0.016,6.98693729766495e-09,"MTMR9","66036"
"4445","MTO1",6.22907177894167e-08,-0.0327232652131535,0.037,0.021,0.000952175912129024,"MTO1","25821"
"4446","MTOR",9.80873466108049e-14,0.226680122498792,0.045,0.021,1.49936318029276e-09,"MTOR","2475"
"4447","MTPAP",1.10007033136379e-23,0.977746970433625,0.042,0.013,1.6815675085227e-19,"MTPAP","55149"
"4448","MTPN",3.66476527476871e-82,1.07618738494127,0.189,0.075,5.60196019901145e-78,"MTPN","136319"
"4449","MTR",4.60227462674398e-14,1.03441609391515,0.02,0.006,7.03503699444085e-10,"MTR","4548"
"4450","MTRF1L",6.38322036328056e-18,0.281520824011646,0.085,0.046,9.75739064731066e-14,"MTRF1L","54516"
"4451","MTRNR2L1",2.88375877221302e-143,2.01271010320276,0.299,0.127,4.40811365920482e-139,"MTRNR2L1","100462977"
"4452","MTRNR2L12",2.11920170038196e-70,2.76947783630561,0.142,0.054,3.23941171920386e-66,"MTRNR2L12","100463498"
"4453","MTRR",1.2436772466473e-13,0.266117743918541,0.032,0.013,1.90108503922505e-09,"MTRR","4552"
"4454","MTSS1",6.960205472549e-13,0.369303583005194,0.034,0.015,1.06393700853384e-08,"MTSS1","9788"
"4455","MTUS1",1.48923741117175e-59,0.910215678559692,0.15,0.062,2.27644830671713e-55,"MTUS1","57509"
"4456","MTX1",1.21079420262482e-43,0.0593110690661824,0.196,0.103,1.8508200181323e-39,"MTX1","4580"
"4457","MTX2",2.16355518239937e-14,-0.430733422775483,0.146,0.097,3.30721045181568e-10,"MTX2","10651"
"4458","MUC1",0,3.2048842612932,0.45,0.102,0,"MUC1","4582"
"4459","MUC12",1.31656976900896e-180,1.09327502362794,0.653,0.407,2.0125085489071e-176,"MUC12","10071"
"4460","MUC13",3.3644449823859e-91,1.27980147934007,0.566,0.397,5.14289060007509e-87,"MUC13","56667"
"4461","MUC17",4.46756528253326e-57,1.86636525660697,0.089,0.025,6.82912029088035e-53,"MUC17","140453"
"4462","MUC2",1.95173459210604e-233,1.91394803588465,0.325,0.099,2.98342149749329e-229,"MUC2","4583"
"4463","MUC4",0,2.41510061574007,0.372,0.074,0,"MUC4","4585"
"4464","MUC5AC",5.6371476299331e-34,7.68029715870823,0.02,0,8.61694386711573e-30,"MUC5AC","4586"
"4465","MUC5B",0,3.04864434283473,0.294,0.042,0,"MUC5B","727897"
"4466","MUS81",1.23931329451335e-12,-0.0245297639748787,0.098,0.062,1.89441430199311e-08,"MUS81","80198"
"4467","MVB12A",2.578229628565e-22,0.0611976879969325,0.227,0.152,3.94108181022445e-18,"MVB12A","93343"
"4468","MVD",5.17710029342924e-45,0.704044026610205,0.144,0.066,7.91371550853594e-41,"MVD","4597"
"4469","MVK",1.00743595622331e-14,-0.0505672068525898,0.041,0.018,1.53996660268296e-10,"MVK","4598"
"4470","MVP",3.51005840576517e-12,-0.514565263118989,0.528,0.514,5.36547527905263e-08,"MVP","9961"
"4471","MX1",2.34225975754014e-12,0.484500210046073,0.06,0.034,3.58037826537586e-08,"MX1","4599"
"4472","MXD1",3.12460007464853e-70,1.10225607140155,0.34,0.206,4.77626367410774e-66,"MXD1","4084"
"4473","MXD3",7.99375528995882e-16,1.32114947186432,0.03,0.01,1.22192543362311e-11,"MXD3","83463"
"4474","MXD4",4.58520255062134e-23,0.338930267093289,0.132,0.076,7.00894061887978e-19,"MXD4","10608"
"4475","MXRA5",2.27391660382971e-21,4.67018559056826,0.013,0,3.47590892061409e-17,"MXRA5","25878"
"4476","MXRA7",1.52352973735477e-08,1.78433325687232,0.01,0.002,0.00023288675565205,"MXRA7","439921"
"4477","MYADM",1.6441886894881e-84,0.944405903478437,0.099,0.02,2.51330683075151e-80,"MYADM","91663"
"4478","MYB",1.03016001407378e-59,0.424114894874855,0.093,0.026,1.57470259751319e-55,"MYB","4602"
"4479","MYBBP1A",1.24472620330992e-18,0.673168275857635,0.04,0.015,1.90268847437955e-14,"MYBBP1A","10514"
"4480","MYBL2",5.64227433945211e-46,1.81832215167959,0.036,0.003,8.6247805552865e-42,"MYBL2","4605"
"4481","MYC",1.31792498874796e-61,0.462578065228142,0.118,0.039,2.01458013780013e-57,"MYC","4609"
"4482","MYCBP2",1.08720214868383e-48,1.63128803498264,0.066,0.016,1.66189720447811e-44,"MYCBP2","23077"
"4483","MYCL",9.37255387365341e-13,0.932142125670558,0.021,0.007,1.43268858512666e-08,"MYCL","4610"
"4484","MYEF2",9.05351574397317e-14,1.38505285465716,0.016,0.004,1.38392041662374e-09,"MYEF2","50804"
"4485","MYEOV",4.08771487002596e-136,3.15026082963708,0.106,0.01,6.24848095032169e-132,"MYEOV","26579"
"4486","MYH14",6.16353644535859e-25,0.405166381351107,0.464,0.357,9.42158181037515e-21,"MYH14","79784"
"4487","MYH9",4.00909235585569e-24,0.111805025925093,0.388,0.286,6.128298575161e-20,"MYH9","4627"
"4488","MYL12A",6.36049048402695e-21,-0.362729914070354,0.699,0.656,9.7226457538836e-17,"MYL12A","10627"
"4489","MYL12B",2.29958225154235e-23,-0.283280249517155,0.762,0.731,3.51514142970764e-19,"MYL12B","103910"
"4490","MYL6",3.36153023310981e-223,-0.584754615602245,0.884,0.904,5.13843511433165e-219,"MYL6","4637"
"4491","MYL6B",1.0371986983553e-33,0.610683198950722,0.069,0.025,1.58546193030591e-29,"MYL6B","140465"
"4492","MYL9",9.2353193465781e-09,1.38441727925057,0.01,0.003,0.000141171091531793,"MYL9","10398"
"4493","MYLK",1.50468838727659e-07,0.542301592225526,0.104,0.077,0.00230006666879099,"MYLK","4638"
"4494","MYNN",2.87199463271582e-09,-0.0838020172809726,0.04,0.021,4.3901309955694e-05,"MYNN","55892"
"4495","MYO10",8.37751116562401e-41,0.728843776970748,0.124,0.056,1.28058635677729e-36,"MYO10","4651"
"4496","MYO19",9.27581351256507e-24,0.378817262887379,0.072,0.032,1.4179008535307e-19,"MYO19","80179"
"4497","MYO1B",2.25126334752578e-40,0.614152834035027,0.104,0.042,3.44128115302791e-36,"MYO1B","4430"
"4498","MYO1C",2.81906282757148e-36,0.336377805111039,0.276,0.174,4.30921943822576e-32,"MYO1C","4641"
"4499","MYO1D",8.23841581363996e-09,-0.691805629274774,0.222,0.251,0.0001259324241273,"MYO1D","4642"
"4500","MYO1E",4.60219343959161e-39,0.698526482004204,0.156,0.08,7.03491289175973e-35,"MYO1E","4643"
"4501","MYO5B",8.49037864323076e-17,0.218158440658815,0.23,0.164,1.29783927940425e-12,"MYO5B","4645"
"4502","MYO5C",1.06243584030363e-60,1.24824672251864,0.096,0.028,1.62403942548813e-56,"MYO5C","55930"
"4503","MYO6",3.70492738447052e-91,0.860591825303428,0.26,0.118,5.66335199990164e-87,"MYO6","4646"
"4504","MYO7B",1.28738051390304e-44,0.667815295607343,0.255,0.152,1.96788985355219e-40,"MYO7B","4648"
"4505","MYO9A",4.14274316103097e-07,0.0950040047417398,0.062,0.041,0.00633259719595193,"MYO9A","4649"
"4506","MYO9B",8.14717472155598e-10,0.5301771631915,0.08,0.052,1.24537712793705e-05,"MYO9B","4650"
"4507","MYOF",3.01760474401456e-114,1.65974492474267,0.151,0.037,4.61271061170065e-110,"MYOF","26509"
"4508","MYOM1",1.7655091862128e-06,-1.24824981869956,0.028,0.045,0.0269875734204489,"MYOM1","8736"
"4509","MYOM3",8.71042774217023e-09,1.71690059428164,0.013,0.004,0.000133147598466814,"MYOM3","127294"
"4510","MYRF",9.32960421105853e-42,1.36229723609426,0.063,0.017,1.42612329970241e-37,"MYRF","745"
"4511","MYRFL",3.69779247688251e-15,2.05527561247558,0.01,0.001,5.65244558016261e-11,"MYRFL","196446"
"4512","MYSM1",3.43912709948065e-22,1.13974455735309,0.05,0.019,5.25704968426612e-18,"MYSM1","114803"
"4513","MZB1",1.01597690815767e-57,1.26632308852687,0.091,0.026,1.55302230180981e-53,"MZB1","51237"
"4514","MZF1",5.28995357737841e-09,0.521796149775642,0.048,0.028,8.08622303838064e-05,"MZF1","7593"
"4515","MZT1",3.55668981416327e-39,0.814098397380262,0.081,0.029,5.43675604992998e-35,"MZT1","440145"
"4516","MZT2A",1.70242709640265e-99,0.682904115234065,0.301,0.144,2.60233005956108e-95,"MZT2A","653784"
"4517","MZT2B",5.19377671509942e-138,0.802802269333334,0.519,0.309,7.93920708670097e-134,"MZT2B","80097"
"4518","N4BP1",5.22052125446413e-21,0.58826456514569,0.087,0.045,7.98008878957387e-17,"N4BP1","9683"
"4519","N4BP2",4.6092297438865e-16,1.85312583614852,0.026,0.008,7.0456685865049e-12,"N4BP2","55728"
"4520","N4BP2L2",1.25909822736088e-30,0.290795172303213,0.331,0.226,1.92465755034385e-26,"N4BP2L2","10443"
"4521","N6AMT1",1.03445988332553e-12,-0.286977248624629,0.031,0.013,1.5812753776514e-08,"N6AMT1","29104"
"4522","NAA10",1.40248445493678e-37,0.165238639908391,0.244,0.149,2.14383773781637e-33,"NAA10","8260"
"4523","NAA15",2.017618924143e-48,1.30986997793535,0.068,0.017,3.08413228744498e-44,"NAA15","80155"
"4524","NAA16",3.29560176252582e-12,0.814444983286587,0.021,0.007,5.03765685419697e-08,"NAA16","79612"
"4525","NAA20",1.67016406720895e-42,-0.0376616321825065,0.206,0.112,2.5530127931356e-38,"NAA20","51126"
"4526","NAA25",3.35122181060778e-21,1.05379535874056,0.038,0.012,5.12267765969506e-17,"NAA25","80018"
"4527","NAA30",1.04440240871953e-12,0.517166125089331,0.041,0.02,1.59647352196868e-08,"NAA30","122830"
"4528","NAA35",1.47158332536075e-13,-0.303823184181532,0.068,0.038,2.24946227114644e-09,"NAA35","60560"
"4529","NAA38",5.48496819197034e-31,-0.060199879005612,0.244,0.153,8.38432237824586e-27,"NAA38","84316"
"4530","NAA40",1.98686821774743e-09,0.389398046595726,0.038,0.02,3.03712675764872e-05,"NAA40","79829"
"4531","NAA50",1.94277136169627e-55,0.385146387150811,0.161,0.07,2.96972030348891e-51,"NAA50","80218"
"4532","NAAA",8.97666788973225e-39,-1.0064424177307,0.158,0.249,1.37217345362447e-34,"NAAA","27163"
"4533","NAALADL1",2.75178880567558e-52,-1.84460411230443,0.027,0.098,4.2063843683557e-48,"NAALADL1","10004"
"4534","NAB1",4.94877276321463e-30,1.12338808366986,0.051,0.015,7.56469404584988e-26,"NAB1","4664"
"4535","NAB2",1.05370403379563e-09,3.09763322516377,0.007,0.001,1.61069198606e-05,"NAB2","4665"
"4536","NABP1",2.02023825550415e-36,0.909679868185414,0.134,0.066,3.08813619736364e-32,"NABP1","64859"
"4537","NABP2",1.46101111957288e-36,0.329926086510914,0.133,0.065,2.23330159737911e-32,"NABP2","79035"
"4538","NACC1",3.69807483511841e-16,0.180470905023432,0.079,0.044,5.652877192962e-12,"NACC1","112939"
"4539","NACC2",1.80052146644706e-20,1.16024043788515,0.044,0.016,2.75227711361098e-16,"NACC2","138151"
"4540","NADK",6.85374308886763e-13,-0.0145224162573103,0.167,0.118,1.04766316856431e-08,"NADK","65220"
"4541","NADK2",4.17794694690351e-30,0.908963729421368,0.039,0.009,6.38640970303671e-26,"NADK2","133686"
"4542","NADSYN1",8.35882444130407e-11,0.0354080572370252,0.138,0.098,1.27772990409774e-06,"NADSYN1","55191"
"4543","NAE1",2.84148293495438e-41,0.259994958508136,0.156,0.077,4.34349081437126e-37,"NAE1","8883"
"4544","NAF1",9.21277705851682e-10,-0.4580389122102,0.026,0.011,1.40826510116488e-05,"NAF1","92345"
"4545","NAGA",1.22403493607388e-09,0.0988448423694486,0.074,0.047,1.87105980328253e-05,"NAGA","4668"
"4546","NAGK",6.89540524066017e-13,-0.109631548640225,0.106,0.068,1.05403164508731e-08,"NAGK","55577"
"4547","NAGLU",8.15235476027889e-25,0.817066914049084,0.078,0.036,1.24616894865623e-20,"NAGLU","4669"
"4548","NAIP",8.66116697593697e-11,0.791558962689233,0.017,0.005,1.32394598394172e-06,"NAIP","4671"
"4549","NAMPT",2.24352504087587e-108,1.53274119574135,0.204,0.071,3.42945237748285e-104,"NAMPT","10135"
"4550","NANOS3",1.18343578986466e-06,-0.100981868438274,0.003,0,0.0180899994838712,"NANOS3","342977"
"4551","NANS",2.34622847249708e-26,-0.0683958274604894,0.473,0.354,3.58644484305903e-22,"NANS","54187"
"4552","NAP1L1",5.27459106367692e-80,0.548294859125398,0.17,0.062,8.06273989993654e-76,"NAP1L1","4673"
"4553","NAP1L4",1.44519630580282e-53,0.411657906070191,0.14,0.058,2.20912707305019e-49,"NAP1L4","4676"
"4554","NAPG",4.09591890761539e-38,0.494968698274047,0.11,0.048,6.26102164218089e-34,"NAPG","8774"
"4555","NARF",4.51540719157931e-22,-0.0732637766890388,0.153,0.094,6.90225143304813e-18,"NARF","26502"
"4556","NARS2",8.76161789135316e-23,-0.197383992365674,0.045,0.015,1.33930091087224e-18,"NARS2","79731"
"4557","NASP",2.98857026815525e-49,0.404445777949916,0.162,0.076,4.56832851190211e-45,"NASP","4678"
"4558","NAT10",3.77617049506513e-33,1.04742640421263,0.039,0.008,5.77225421875656e-29,"NAT10","55226"
"4559","NAT14",3.68625725517647e-09,4.90184803012562,0.007,0.001,5.63481284026275e-05,"NAT14","57106"
"4560","NAT8",6.77808348531669e-09,-7.30126205159017,0,0.007,0.000103609784156551,"NAT8","9027"
"4561","NAT9",1.44325778344442e-30,0.616643317554216,0.066,0.024,2.20616384777314e-26,"NAT9","26151"
"4562","NAV2",2.54460444653481e-21,0.883618026306352,0.02,0.003,3.88968235697312e-17,"NAV2","89797"
