"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","pct.diff"
"4737","SCRN3",4.08528229355e-31,0.89532515560481,0.024,0.013,6.14630721064598e-27,0.011
"4738","TRMT11",4.27032477747735e-31,0.761528593561303,0.032,0.018,6.42470362771467e-27,0.014
"4739","TERF2IP",4.34334397373176e-31,0.393937052728933,0.086,0.062,6.53456100847944e-27,0.024
"4740","KLHL21",4.38863084132669e-31,1.02829361993929,0.019,0.009,6.60269510077601e-27,0.01
"4741","TMC7",4.96027347028715e-31,0.913764210987981,0.023,0.012,7.46273143604701e-27,0.011
"4742","TULP4",4.96700232820289e-31,0.790088246004261,0.028,0.015,7.47285500278125e-27,0.013
"4743","RBKS",5.01583671217615e-31,-0.958227586326257,0.02,0.035,7.54632633346902e-27,-0.015
"4744","MRGBP",5.13067191762833e-31,0.790013111277239,0.029,0.016,7.71909590007182e-27,0.013
"4745","GPX3",5.14933286972224e-31,1.60395030947804,0.011,0.004,7.74717130249711e-27,0.007
"4746","CREBL2",5.17058414230702e-31,0.681098108397933,0.036,0.021,7.77914384210092e-27,0.015
"4747","ARSD",5.42565229539215e-31,0.392898476430261,0.102,0.076,8.16289387841749e-27,0.026
"4748","SIGMAR1",5.50863529794195e-31,0.431761448163034,0.092,0.068,8.28774180575367e-27,0.024
"4749","CEP44",6.12576023726169e-31,0.975798489482165,0.02,0.009,9.21620627696022e-27,0.011
"4750","CDK11A",6.17427665976377e-31,0.765157027406442,0.037,0.022,9.28919923461459e-27,0.015
"4751","STYX",6.6189349131999e-31,0.845833428617317,0.025,0.013,9.95818757690925e-27,0.012
"4752","VPS29",6.65997991208415e-31,0.164569498242896,0.313,0.268,1.00199397777306e-26,0.045
"4753","CERS2",6.73117862576225e-31,0.439951584900895,0.068,0.047,1.01270582424593e-26,0.021
"4754","CDK9",6.75656325337827e-31,0.699948673310348,0.037,0.022,1.01652494147076e-26,0.015
"4755","KIF1C",6.7686770889523e-31,0.339815229810993,0.14,0.11,1.01834746803287e-26,0.03
"4756","PLXNA1",6.86176504420463e-31,1.1896863009039,0.015,0.006,1.03235255090059e-26,0.009
"4757","MID1IP1",6.92356665927173e-31,0.500933215093561,0.068,0.047,1.04165060388743e-26,0.021
"4758","ZNF440",7.14470679970379e-31,0.693481832853765,0.036,0.021,1.07492113801543e-26,0.015
"4759","OTUD6B",7.30138863147527e-31,1.1541939974896,0.014,0.006,1.09849391960545e-26,0.008
"4760","PNMA1",8.18029012533058e-31,1.14107187027106,0.015,0.006,1.23072464935599e-26,0.009
"4761","MYBL2",8.29338711284995e-31,0.811801800042526,0.032,0.018,1.24774009112827e-26,0.014
"4762","NCOA6",9.00837964301155e-31,0.629932516606888,0.039,0.024,1.35531071729109e-26,0.015
"4763","ERN2",9.85872873525748e-31,0.334509017465946,0.143,0.113,1.48324573821949e-26,0.03
"4764","RAD9A",1.04558849426203e-30,0.535218549260403,0.07,0.049,1.57308788961723e-26,0.021
"4765","WFS1",1.04767078981824e-30,1.3355778216895,0.013,0.005,1.57622070328155e-26,0.008
"4766","SMG6",1.06575826447837e-30,0.875239414241043,0.029,0.016,1.6034333089077e-26,0.013
"4767","KRT18",1.07433644467021e-30,0.258500281713529,0.913,0.909,1.61633918100634e-26,0.004
"4768","PLCD1",1.09024984150764e-30,-0.654629671500121,0.042,0.063,1.64028088654825e-26,-0.021
"4769","CCT8",1.170121564739e-30,0.251545083757711,0.21,0.173,1.76044789414983e-26,0.037
"4770","MARVELD2",1.19522287015406e-30,0.523837003541924,0.059,0.039,1.79821280814678e-26,0.02
"4771","SERAC1",1.20998781482125e-30,1.30920664205474,0.014,0.006,1.82042666739858e-26,0.008
"4772","GRIPAP1",1.21457772395641e-30,0.704229166339082,0.043,0.027,1.82733218569242e-26,0.016
"4773","PRDX2",1.23318138874105e-30,-0.345861209256303,0.518,0.518,1.85532139936091e-26,0
"4774","MRPL16",1.23775196338913e-30,-0.467062367715383,0.159,0.19,1.86219782891894e-26,-0.031
"4775","MRPS36",1.26148251157484e-30,0.175823904236861,0.249,0.209,1.89790043866435e-26,0.04
"4776","C2orf49",1.26952572258102e-30,0.701443914728869,0.034,0.02,1.91000144962314e-26,0.014
"4777","DVL1",1.29394834207964e-30,0.602533978883796,0.05,0.032,1.94674528065881e-26,0.018
"4778","INSIG2",1.3060457100728e-30,0.621777171726156,0.04,0.025,1.96494577080452e-26,0.015
"4779","RMRP",1.31519157282713e-30,1.66630781547103,0.01,0.004,1.97870572131842e-26,0.006
"4780","CCDC34",1.3193859886384e-30,0.30501797531833,0.121,0.092,1.98501621990647e-26,0.029
"4781","MAP3K9",1.35119628105524e-30,1.12286890229812,0.016,0.007,2.0328748048476e-26,0.009
"4782","NEIL2",1.35336015121723e-30,0.89434675716074,0.024,0.013,2.03613034750632e-26,0.011
"4783","TTF2",1.38671599582594e-30,0.781225620785468,0.032,0.018,2.08631421572013e-26,0.014
"4784","FIGNL1",1.47204712256085e-30,1.1679794568828,0.013,0.005,2.2146948958928e-26,0.008
"4785","DTD2",1.50387242057311e-30,1.02235090329115,0.018,0.008,2.26257605675225e-26,0.01
"4786","CDC37L1",1.53927273834913e-30,0.600655557325851,0.037,0.022,2.31583583484626e-26,0.015
"4787","MFF",1.61779706690903e-30,0.246363782999306,0.132,0.102,2.43397568716463e-26,0.03
"4788","OGFR",1.65210866466203e-30,0.48899771386432,0.068,0.048,2.48559748598403e-26,0.02
"4789","CSRP1",1.6613368803885e-30,0.362991032555976,0.106,0.08,2.49948133654449e-26,0.026
"4790","AMMECR1L",1.70150895083876e-30,0.876308255574491,0.023,0.012,2.55992021653692e-26,0.011
"4791","EYA3",1.74500335138419e-30,0.752672588167295,0.031,0.017,2.62535754215752e-26,0.014
"4792","TNFSF12",1.75772095475971e-30,1.16475679055051,0.016,0.007,2.64449117643599e-26,0.009
"4793","PBX2",1.75805417506919e-30,0.868105371630388,0.029,0.016,2.64499250639159e-26,0.013
"4794","ZNF678",1.83664939632552e-30,1.42986198893991,0.012,0.004,2.76323901677175e-26,0.008
"4795","AGO1",1.97589768853701e-30,0.833187185357914,0.029,0.016,2.97273807240393e-26,0.013
"4796","AQP1",2.00201193523175e-30,0.468654876506383,0.065,0.045,3.01202695655617e-26,0.02
"4797","MPZL3",2.01113872369829e-30,1.10035375772485,0.018,0.008,3.02575820980407e-26,0.01
"4798","ZNF33A",2.03147526047149e-30,0.494319610186357,0.063,0.043,3.05635452937936e-26,0.02
"4799","LZTS3",2.05376885241486e-30,1.35201089985913,0.012,0.004,3.08989523845816e-26,0.008
"4800","RNASE4",2.11922742729327e-30,0.647087654847923,0.05,0.032,3.18837766436272e-26,0.018
"4801","UROD",2.15779994433866e-30,-0.534012128399127,0.07,0.095,3.24641001625752e-26,-0.025
"4802","DDX23",2.17153702146289e-30,0.500978837002835,0.069,0.048,3.26707744879092e-26,0.021
"4803","MANSC1",2.37074829006191e-30,0.515834556349506,0.06,0.041,3.56679080239814e-26,0.019
"4804","DERL2",2.50597044757386e-30,0.363823026617875,0.101,0.076,3.77023253837488e-26,0.025
"4805","ERMP1",2.51987863039308e-30,0.746343761177502,0.036,0.022,3.79115739942639e-26,0.014
"4806","AKAP1",2.55662261946739e-30,0.265369754022318,0.154,0.123,3.8464387309887e-26,0.031
"4807","CYP2W1",2.75052960387507e-30,1.33517192110944,0.014,0.005,4.13817178903004e-26,0.009
"4808","IFI30",3.08879736634055e-30,1.00957478643796,0.023,0.012,4.64709563765936e-26,0.011
"4809","ZFAND2A",3.14542143735916e-30,0.444109487902564,0.095,0.07,4.73228655250686e-26,0.025
"4810","TECPR1",3.15391252292376e-30,0.770099789751063,0.034,0.02,4.7450613907388e-26,0.014
"4811","RIOK1",3.35342083823954e-30,0.601088429338815,0.042,0.026,5.04522165113139e-26,0.016
"4812","LMAN2",3.37439672099061e-30,0.154362237313227,0.331,0.286,5.07677986673037e-26,0.045
"4813","IFIT5",3.54182839521548e-30,1.17201837965426,0.015,0.007,5.32868082060168e-26,0.008
"4814","KIF1B",4.02629274523518e-30,0.652751714642258,0.044,0.028,6.05755743520633e-26,0.016
"4815","MAP1LC3B",4.08778390802184e-30,0.241109009584408,0.219,0.182,6.15007088961887e-26,0.037
"4816","VBP1",4.27470912647697e-30,0.341595296480003,0.105,0.079,6.4312998807846e-26,0.026
"4817","SPATA6",4.28674354239433e-30,1.21429537623356,0.012,0.005,6.44940565953226e-26,0.007
"4818","TAF1",4.42854939234719e-30,0.829923818316951,0.028,0.015,6.66275256078634e-26,0.013
"4819","ZSCAN16-AS1",4.45012960793345e-30,0.815254601948043,0.029,0.016,6.69521999513587e-26,0.013
"4820","ANKRD13C",4.89591118643954e-30,0.815047459546181,0.024,0.013,7.36589837999829e-26,0.011
"4821","PSMB4",5.16134024697552e-30,0.266260859421116,0.18,0.147,7.76523640157468e-26,0.033
"4822","IPO9",5.25386516260152e-30,0.632631124536601,0.043,0.027,7.90444013713399e-26,0.016
"4823","TRIM37",5.36079060649794e-30,0.937381712527617,0.021,0.011,8.06530946747614e-26,0.01
"4824","PRKCSH",5.40512579737711e-30,0.259615866985977,0.183,0.15,8.13201176215386e-26,0.033
"4825","IQCG",5.42843855098953e-30,1.32705532895228,0.012,0.004,8.16708579996374e-26,0.008
"4826","TM2D1",5.42916167765856e-30,0.369173744528387,0.101,0.076,8.1681737440373e-26,0.025
"4827","PKNOX1",5.62106854614129e-30,0.707342845116807,0.032,0.018,8.45689762766956e-26,0.014
"4828","HERPUD2",5.75288320637484e-30,0.599427012475259,0.039,0.024,8.65521278399094e-26,0.015
"4829","PPM1L",5.75935031414022e-30,1.1853310914171,0.014,0.006,8.66494254762396e-26,0.008
"4830","HIST2H2AC",5.91029645078799e-30,1.1044220625951,0.02,0.01,8.89204101021053e-26,0.01
"4831","MRPS15",5.92927148001582e-30,0.218399315255437,0.208,0.172,8.92058894168381e-26,0.036
"4832","GABARAPL1",5.95641349837963e-30,0.78934694921483,0.031,0.018,8.96142410831215e-26,0.013
"4833","MMS22L",6.26074256634139e-30,0.951251843144492,0.023,0.012,9.41928719106062e-26,0.011
"4834","SYT7",6.67893085950995e-30,1.08092353575524,0.017,0.008,1.00484514781327e-25,0.009
"4835","INTS3",6.90540301225935e-30,0.773229679660478,0.036,0.021,1.03891788319442e-25,0.015
"4836","CLDN4",7.016604466615e-30,-0.234943194014339,0.688,0.704,1.05564814200223e-25,-0.016
"4837","CCDC91",7.12818992120739e-30,0.531693880849791,0.051,0.033,1.07243617364565e-25,0.018
"4838","PHLPP2",7.15444118328402e-30,-0.729303464675956,0.03,0.049,1.07638567602508e-25,-0.019
"4839","TIAL1",7.91394515873417e-30,0.371425951770694,0.088,0.064,1.19065304913156e-25,0.024
"4840","GALNT8",8.01003036576638e-30,1.44807339458926,0.012,0.004,1.20510906852955e-25,0.008
"4841","B4GALT4",8.16154846194097e-30,0.397785436850354,0.091,0.067,1.22790496609902e-25,0.024
"4842","CHCHD5",8.48512259796389e-30,0.253493541606852,0.193,0.159,1.27658669486367e-25,0.034
"4843","C12orf29",8.75229350346144e-30,0.731317878807215,0.028,0.016,1.31678255759577e-25,0.012
"4844","RUNDC1",9.56368731392361e-30,0.611980059630654,0.044,0.028,1.43885675637981e-25,0.016
"4845","CARS2",9.57724731901362e-30,0.443764970378434,0.068,0.048,1.4408968591456e-25,0.02
"4846","CXCL14",9.8191847711343e-30,-0.331071594906932,0.08,0.107,1.47729634881715e-25,-0.027
"4847","NSMAF",9.89487607170525e-30,0.778672090720211,0.027,0.015,1.48868410498806e-25,0.012
"4848","NDUFB3",1.00169622117366e-29,0.148873464371191,0.508,0.453,1.50705196475578e-25,0.055
"4849","PIAS3",1.00885015869124e-29,1.32286220015826,0.012,0.004,1.51781506375097e-25,0.008
"4850","SMYD2",1.06052954649068e-29,0.500991669639319,0.053,0.035,1.59556670269522e-25,0.018
"4851","ISX",1.06526335231011e-29,-0.694111483362946,0.035,0.054,1.60268871355056e-25,-0.019
"4852","MYO15B",1.08058659549866e-29,-0.360697637886516,0.134,0.166,1.62574253292773e-25,-0.032
"4853","TFAP4",1.17182948659748e-29,0.755916406236547,0.031,0.018,1.76301746258591e-25,0.013
"4854","SLC19A2",1.18206896183272e-29,1.3998702116315,0.011,0.004,1.77842275307733e-25,0.007
"4855","GEM",1.20334696348065e-29,1.38340591790866,0.01,0.003,1.81043550655664e-25,0.007
"4856","ACE",1.24542618261771e-29,0.804727013435544,0.029,0.017,1.87374369174835e-25,0.012
"4857","HECTD4",1.25369634460966e-29,0.717878463307374,0.035,0.021,1.88618615046523e-25,0.014
"4858","ZDHHC23",1.30086697355226e-29,0.782778898812014,0.029,0.017,1.95715436170938e-25,0.012
"4859","NAA35",1.36718960339397e-29,0.542380951549071,0.044,0.028,2.05693675830623e-25,0.016
"4860","C1orf198",1.38423730277079e-29,0.890324295845027,0.022,0.011,2.08258502201865e-25,0.011
"4861","SLC39A3",1.55300111321063e-29,0.455134863550244,0.078,0.056,2.3364901748254e-25,0.022
"4862","UXS1",1.5972529820784e-29,0.55903572966256,0.049,0.032,2.40306711153695e-25,0.017
"4863","IFT20",1.59734600143409e-29,0.289253065010191,0.113,0.086,2.40320705915758e-25,0.027
"4864","MANEAL",1.64247261255756e-29,1.27574889980232,0.013,0.005,2.47110004559285e-25,0.008
"4865","ZNF322",1.67319949876244e-29,0.841228580155427,0.021,0.01,2.51732864588808e-25,0.011
"4866","TRIM13",1.75125815126259e-29,0.483609886637276,0.066,0.046,2.63476788857457e-25,0.02
"4867","RAB3B",1.77494451073107e-29,1.34713353303908,0.013,0.005,2.67040401639489e-25,0.008
"4868","CD200",1.80830650858185e-29,0.944738753193708,0.022,0.011,2.72059714216139e-25,0.011
"4869","TBC1D24",1.95626710590146e-29,1.58873380152638,0.01,0.003,2.94320386082875e-25,0.007
"4870","SDE2",2.01144844981716e-29,0.779157036914939,0.024,0.013,3.02622419274992e-25,0.011
"4871","POLR2M",2.24647733743594e-29,0.678837435907758,0.037,0.022,3.37982515417237e-25,0.015
"4872","NPAS2",2.51728200391235e-29,0.760751397965169,0.033,0.019,3.78725077488613e-25,0.014
"4873","LIN54",2.58926445581124e-29,1.02125516567148,0.017,0.007,3.895548373768e-25,0.01
"4874","RAB11FIP4",2.82206667203684e-29,0.532845398920559,0.061,0.042,4.24579930807942e-25,0.019
"4875","TK1",3.01619375939877e-29,0.429626813013714,0.109,0.083,4.53786351101545e-25,0.026
"4876","GZF1",3.06711354454878e-29,1.4816531983502,0.011,0.004,4.61447232777364e-25,0.007
"4877","NOC2L",3.11987030373737e-29,0.366742039455424,0.104,0.079,4.69384487197287e-25,0.025
"4878","CES2",3.33393742281135e-29,-0.258771483353959,0.401,0.43,5.01590885261968e-25,-0.029
"4879","DHRS4",3.42464954540229e-29,-0.545119406289988,0.094,0.121,5.15238524105774e-25,-0.027
"4880","RNF4",3.47383409410492e-29,0.540713759770023,0.051,0.033,5.22638339458085e-25,0.018
"4881","ATP11A",3.59472259642888e-29,1.30788301967743,0.012,0.005,5.40826014632726e-25,0.007
"4882","FYN",3.65651387007619e-29,1.14118569984894,0.015,0.006,5.50122511752963e-25,0.009
"4883","TPGS2",3.70132954917371e-29,0.294675341638688,0.103,0.078,5.56865030673185e-25,0.025
"4884","ARMC9",3.92379503241715e-29,1.04184185667367,0.019,0.01,5.9033496262716e-25,0.009
"4885","REC8",4.0420242363362e-29,1.31112614580334,0.013,0.005,6.08122546356782e-25,0.008
"4886","ENOSF1",4.23583910417627e-29,0.336184651067824,0.094,0.07,6.3728199322332e-25,0.024
"4887","TMEM243",4.3971110327838e-29,0.386122435910801,0.074,0.052,6.61545354882323e-25,0.022
"4888","ORC3",4.48709221873045e-29,0.663769869105417,0.033,0.019,6.75083024307996e-25,0.014
"4889","PDE4DIP",4.6068981071077e-29,0.483537022392688,0.056,0.037,6.93107820214353e-25,0.019
"4890","ZBED3",5.07366720908296e-29,1.06887875057992,0.018,0.008,7.63333231606531e-25,0.01
"4891","SLC38A10",5.71599247534837e-29,0.383894851061711,0.105,0.079,8.59971067916162e-25,0.026
"4892","DERA",5.94343774320482e-29,-0.480935134553309,0.093,0.12,8.94190208465166e-25,-0.027
"4893","CCDC88C",6.03474028327716e-29,0.565686186666579,0.048,0.032,9.07926675619049e-25,0.016
"4894","CBL",6.24096592300754e-29,1.09994158147361,0.017,0.008,9.38953323116484e-25,0.009
"4895","CDC6",6.57525538231217e-29,0.819279979595546,0.027,0.015,9.89247172268866e-25,0.012
"4896","SREK1IP1",6.66111856002024e-29,0.328310697087132,0.128,0.1,1.00216528735504e-24,0.028
"4897","DENND4A",6.86156922736586e-29,1.50953223092563,0.01,0.004,1.03232309025719e-24,0.006
"4898","PIGA",6.99062504214679e-29,1.24844155380658,0.012,0.005,1.05173953759098e-24,0.007
"4899","IRF2",7.07558935247753e-29,0.46193775976875,0.063,0.043,1.06452241808024e-24,0.02
"4900","COLGALT1",7.50128334918439e-29,0.636534376925549,0.045,0.029,1.12856807988479e-24,0.016
"4901","ATG4D",7.64338785825868e-29,-0.515910663430504,0.068,0.092,1.14994770327502e-24,-0.024
"4902","CWC22",7.92496837454694e-29,0.732343805423572,0.033,0.02,1.19231149195059e-24,0.013
"4903","WASL",8.00252953758822e-29,0.367347963836706,0.122,0.095,1.20398056893015e-24,0.027
"4904","LGALS9",8.08175161510529e-29,-0.37472767927591,0.201,0.233,1.21589953049259e-24,-0.032
"4905","NSUN2",8.4352868659881e-29,0.565760465122038,0.048,0.032,1.26908890898791e-24,0.016
"4906","DMWD",9.78733017281129e-29,0.845053605838911,0.025,0.013,1.47250382449946e-24,0.012
"4907","BUB1B",9.95760857428319e-29,1.26412653218556,0.013,0.005,1.49812221000091e-24,0.008
"4908","TOR3A",1.05340396404886e-28,0.497627145259103,0.063,0.043,1.58484626391151e-24,0.02
"4909","LRPPRC",1.06384210747544e-28,0.396159523961328,0.102,0.077,1.6005504506968e-24,0.025
"4910","PANX1",1.12795809118625e-28,1.24995172916165,0.013,0.005,1.69701294818971e-24,0.008
"4911","STIL",1.14550795567767e-28,1.10166868569759,0.017,0.008,1.72341671931705e-24,0.009
"4912","TRAC",1.15167492687608e-28,0.709876248367775,0.018,0.008,1.73269492748506e-24,0.01
"4913","RPAP3",1.15693980746426e-28,0.807697401709789,0.026,0.014,1.74061594032997e-24,0.012
"4914","EAPP",1.16487897182181e-28,-0.398022147693171,0.164,0.196,1.75256041310592e-24,-0.032
"4915","SNX27",1.16745755551891e-28,0.666477310099904,0.038,0.023,1.75643989227821e-24,0.015
"4916","VPS13A",1.23715327851314e-28,0.401669346001654,0.083,0.061,1.86129710752301e-24,0.022
"4917","RILP",1.28144689249679e-28,-0.518184553419121,0.075,0.1,1.92793684976142e-24,-0.025
"4918","SNAPC3",1.31668249378993e-28,0.561039580140339,0.048,0.031,1.98094881190694e-24,0.017
"4919","STAMBPL1",1.343555762578e-28,0.723282584190434,0.03,0.017,2.0213796447986e-24,0.013
"4920","MRTO4",1.39875352738625e-28,0.441945366579326,0.079,0.057,2.10442468195261e-24,0.022
"4921","PARVB",1.42703574255609e-28,1.48114296137197,0.01,0.003,2.14697527467564e-24,0.007
"4922","GCNT1",1.50962843360848e-28,0.529024943463066,0.048,0.032,2.27123597836395e-24,0.016
"4923","LSM14B",1.52329734832824e-28,0.820833457459323,0.026,0.014,2.29180086055983e-24,0.012
"4924","CDK5RAP3",1.59842818224096e-28,0.331481531629191,0.145,0.116,2.40483520018152e-24,0.029
"4925","C2orf76",1.66843921934885e-28,0.754908314635352,0.027,0.015,2.51016680551034e-24,0.012
"4926","BMS1",1.72295062561571e-28,0.570934282880515,0.053,0.035,2.59217921623884e-24,0.018
"4927","NUP98",1.73637833987383e-28,0.592009135427952,0.043,0.027,2.61238121234018e-24,0.016
"4928","ACE2",1.77341824179393e-28,0.880610957961177,0.024,0.013,2.66810774477897e-24,0.011
"4929","UBA1",1.7963836088212e-28,0.316392354180892,0.16,0.13,2.7026591394715e-24,0.03
"4930","GPR183",1.79773755730885e-28,1.34018077239732,0.011,0.004,2.70469615497116e-24,0.007
"4931","FKBP7",1.85319975763394e-28,1.30881660148798,0.012,0.005,2.78813903536026e-24,0.007
"4932","RAPGEF6",1.93442098706348e-28,1.07867087713957,0.017,0.008,2.910336375037e-24,0.009
"4933","NABP2",1.94582446275023e-28,0.381289616641974,0.101,0.076,2.92749290420772e-24,0.025
"4934","ACP1",1.96801916362988e-28,0.17833806463323,0.235,0.197,2.96088483168116e-24,0.038
"4935","REXO4",1.97159090857087e-28,0.538320606773617,0.052,0.035,2.96625852194488e-24,0.017
"4936","FNTA",2.00065442281087e-28,0.357708349176811,0.088,0.065,3.00998457911895e-24,0.023
"4937","ERCC4",2.05938850277464e-28,0.985705808044789,0.018,0.009,3.09835000242444e-24,0.009
"4938","RAB5B",2.23765196244668e-28,0.373300307608655,0.102,0.077,3.36654737750104e-24,0.025
"4939","CDK11B",2.29194415993323e-28,0.426329580778636,0.081,0.059,3.44822998861954e-24,0.022
"4940","MAML1",2.41180047613936e-28,0.80819956336233,0.026,0.014,3.62855381635167e-24,0.012
"4941","ALG3",2.52837646277629e-28,0.29601099171422,0.12,0.093,3.80394238824693e-24,0.027
"4942","CRAT",2.66252935052748e-28,-0.635834183866024,0.05,0.072,4.00577540786859e-24,-0.022
"4943","NOL11",2.66454516772945e-28,0.480610600262624,0.055,0.037,4.00880820484895e-24,0.018
"4944","CLPTM1",2.8575430129193e-28,0.374013697138944,0.101,0.077,4.29917346293709e-24,0.024
"4945","PEX13",2.90976045971662e-28,0.525699828782199,0.053,0.035,4.37773461164365e-24,0.018
"4946","LGALS9B",2.94106181452998e-28,-0.731179330007199,0.026,0.042,4.42482749996035e-24,-0.016
"4947","FAM120AOS",2.94197532627615e-28,0.358320308672445,0.091,0.068,4.42620187838246e-24,0.023
"4948","CLIP2",2.95442665124673e-28,-0.687483875688103,0.034,0.052,4.4449348968007e-24,-0.018
"4949","DOHH",3.04824520450681e-28,0.498040551994647,0.056,0.038,4.58608491018049e-24,0.018
"4950","BTBD10",3.08088211515759e-28,0.603215178231109,0.039,0.025,4.63518714225459e-24,0.014
"4951","FAM221A",3.11432265925957e-28,0.560253565021578,0.046,0.03,4.68549844085603e-24,0.016
"4952","RNF169",3.12031452781808e-28,0.901387813185836,0.023,0.012,4.6945132071023e-24,0.011
"4953","LINC00467",3.15598175661095e-28,0.557262188374189,0.038,0.024,4.74817455282117e-24,0.014
"4954","IMP4",3.49812498561465e-28,0.257220081926371,0.144,0.115,5.26292904085724e-24,0.029
"4955","FUT11",3.59785723778123e-28,1.10955008243476,0.014,0.006,5.41297621424186e-24,0.008
"4956","C1orf115",3.62984203336164e-28,-0.687594894600888,0.048,0.068,5.46109733919258e-24,-0.02
"4957","ODF2",3.65142783588613e-28,0.839816176212123,0.024,0.013,5.49357317909068e-24,0.011
"4958","TNKS1BP1",3.70842154564159e-28,0.463819443592561,0.054,0.037,5.57932021541778e-24,0.017
"4959","CFI",3.80370550581704e-28,1.28812750351532,0.013,0.005,5.72267493350173e-24,0.008
"4960","CSTB",3.83595461622768e-28,-0.181057698036541,0.613,0.629,5.77119372011455e-24,-0.016
"4961","VHL",3.89072918222919e-28,0.764027427799611,0.028,0.016,5.85360205466382e-24,0.012
"4962","NIN",4.0858785809633e-28,0.949187797415393,0.02,0.01,6.14720432505928e-24,0.01
"4963","RFC3",4.11137937044308e-28,0.783146668225307,0.025,0.013,6.18557026283161e-24,0.012
"4964","NDUFA7",4.28530189485387e-28,-0.283183589669278,0.142,0.174,6.44723670080765e-24,-0.032
"4965","FAM50A",4.35439884615194e-28,0.301457340667955,0.133,0.105,6.5511930640356e-24,0.028
"4966","NEK1",4.42488353439757e-28,0.876233672637524,0.02,0.01,6.65723727750114e-24,0.01
"4967","MELK",5.12697562214091e-28,0.810588261453472,0.026,0.014,7.713534823511e-24,0.012
"4968","ZNF444",5.17270363895419e-28,0.530440746402142,0.053,0.036,7.78233262480657e-24,0.017
"4969","DCAF17",5.58698145104178e-28,1.32185949174979,0.012,0.005,8.40561359309236e-24,0.007
"4970","CHMP4B",5.70780343593414e-28,0.191928470180287,0.363,0.318,8.58739026936292e-24,0.045
"4971","TMEM230",5.89360201763242e-28,0.180133432807814,0.194,0.159,8.86692423552797e-24,0.035
"4972","PPME1",6.25488230467383e-28,0.66362548613799,0.035,0.021,9.41047042738177e-24,0.014
"4973","NAT9",6.26230740490517e-28,0.577377503552971,0.051,0.034,9.42164149067983e-24,0.017
"4974","ZNF598",6.5940414669374e-28,0.61096755555835,0.045,0.029,9.92073538700733e-24,0.016
"4975","GLIPR2",6.64296697755856e-28,-0.630745051049955,0.056,0.078,9.99434381773685e-24,-0.022
"4976","TP53RK",6.65650710638942e-28,0.537839169379085,0.05,0.033,1.00147149415629e-23,0.017
"4977","BAMBI",6.75542071505238e-28,0.881523174896522,0.025,0.014,1.01635304657963e-23,0.011
"4978","BCL2",6.7582113748203e-28,0.910932620204819,0.021,0.011,1.01677290134171e-23,0.01
"4979","FAM189B",6.91504766106752e-28,0.886655794726741,0.026,0.015,1.04036892060761e-23,0.011
"4980","OMA1",6.93709462766983e-28,0.593685336280677,0.04,0.025,1.04368588673293e-23,0.015
"4981","PALB2",7.09982094308417e-28,1.42323651212487,0.01,0.004,1.06816806088701e-23,0.006
"4982","ZNF587",7.35516059169452e-28,0.651939352081397,0.035,0.021,1.10658391102044e-23,0.014
"4983","FITM2",7.50514501085832e-28,0.877282264521895,0.024,0.013,1.12914906688363e-23,0.011
"4984","PCSK7",7.51601614795277e-28,0.313098857714722,0.207,0.174,1.13078462945949e-23,0.033
"4985","NCK1",8.37080613993535e-28,0.453366178309262,0.068,0.048,1.25938778375327e-23,0.02
"4986","GM2A",8.47077867654037e-28,0.925736852654057,0.022,0.011,1.2744286518855e-23,0.011
"4987","KCNG1",8.68032604673784e-28,-1.93349215388283,0.003,0.011,1.30595505373171e-23,-0.008
"4988","CCDC43",9.01727197324346e-28,0.549581326552403,0.044,0.029,1.35664856837448e-23,0.015
"4989","NPC1",9.36405607254358e-28,0.866408130692998,0.022,0.011,1.40882223611418e-23,0.011
"4990","GSTO1",9.52374461724678e-28,0.16161399194771,0.286,0.244,1.43284737766478e-23,0.042
"4991","UFC1",9.77320993235184e-28,0.131250257493016,0.332,0.287,1.47037943432233e-23,0.045
"4992","PMF1",9.87985635659985e-28,-0.438574781463174,0.113,0.141,1.48642438885045e-23,-0.028
"4993","TMEM209",1.04330884814806e-27,0.907317702141103,0.02,0.01,1.56965816203875e-23,0.01
"4994","LINC00685",1.06790239349013e-27,0.575765339598603,0.061,0.043,1.6066591510059e-23,0.018
"4995","ZBED4",1.07747427788787e-27,0.894010655863576,0.024,0.013,1.6210600510823e-23,0.011
"4996","PUS7",1.09682988766394e-27,0.935460267793615,0.018,0.008,1.65018056599039e-23,0.01
"4997","MRPL46",1.12562291158598e-27,-0.485797133463436,0.083,0.109,1.69349967048111e-23,-0.026
"4998","B3GALT6",1.21445349420919e-27,0.967371508507768,0.018,0.009,1.82714528203772e-23,0.009
"4999","MGAT4B",1.23573878892792e-27,-0.377545147183203,0.176,0.208,1.85916900794206e-23,-0.032
"5000","IER5L",1.2873852737728e-27,0.721697564208639,0.032,0.019,1.93687114439117e-23,0.013
"5001","FUT2",1.37346657820432e-27,0.376109594956159,0.124,0.097,2.0663804669084e-23,0.027
"5002","MNX1",1.42643752107067e-27,0.833673358393995,0.022,0.012,2.14607525045083e-23,0.01
"5003","PBX1",1.46379392654421e-27,0.40825724612437,0.065,0.046,2.20227796248576e-23,0.019
"5004","ANKRD26",1.47316703675964e-27,0.742767751763139,0.027,0.015,2.21637980680488e-23,0.012
