"","gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","pct.diff"
"416","IFI6",0,2.1652129471572,0.093,0.023,0,0.07
"417","KCNE3",0,2.56813271907566,0.084,0.015,0,0.069
"418","PITX2",0,-4.36695077534642,0.004,0.073,0,-0.069
"419","FFAR4",0,2.27385411883896,0.087,0.018,0,0.069
"420","PHLDA1",0,2.57794321239746,0.082,0.014,0,0.068
"421","SEC24D",0,2.96465821495081,0.077,0.01,0,0.067
"422","EPB41L2",0,1.68268020844777,0.099,0.032,0,0.067
"423","EDEM3",0,1.91410149872695,0.09,0.024,0,0.066
"424","CTSE",0,2.45329976870375,0.084,0.018,0,0.066
"425","RANBP2",0,1.75930145731454,0.093,0.028,0,0.065
"426","ARFGAP3",0,2.09288484265251,0.085,0.02,0,0.065
"427","FN1",0,5.29337087595552,0.067,0.003,0,0.064
"428","NUFIP2",0,1.66500452475706,0.094,0.03,0,0.064
"429","C2",0,4.73924620689384,0.066,0.003,0,0.063
"430","GNE",0,2.04139467625105,0.084,0.021,0,0.063
"431","IPO7",0,1.79985949737106,0.089,0.026,0,0.063
"432","SPON1",0,2.66138633560001,0.076,0.013,0,0.063
"433","RDH11",0,1.78416081631523,0.087,0.024,0,0.063
"434","NPTN",0,1.91947731756867,0.087,0.024,0,0.063
"435","CXCL16",0,1.7308086819671,0.09,0.027,0,0.063
"436","S100A9",0,6.47091601870647,0.063,0.001,0,0.062
"437","PRAC2",0,2.44338546272213,0.075,0.013,0,0.062
"438","FOXA2",0,2.01923859638991,0.082,0.02,0,0.062
"439","DMKN",0,2.83961717791065,0.071,0.01,0,0.061
"440","LPIN1",0,2.45713691874316,0.072,0.012,0,0.06
"441","TCF12",0,2.41472772576237,0.074,0.014,0,0.06
"442","PALLD",0,1.95517005725963,0.079,0.02,0,0.059
"443","CHPF",0,1.99628850141148,0.077,0.019,0,0.058
"444","SLC6A14",0,8.44076802773959,0.057,0,0,0.057
"445","SEMA3C",0,1.93763421730167,0.077,0.02,0,0.057
"446","KLF2",0,2.01439995119619,0.076,0.019,0,0.057
"447","CLDN12",0,1.99655844507735,0.074,0.018,0,0.056
"448","CREB3L2",0,2.15942550943395,0.072,0.016,0,0.056
"449","RGCC",0,2.27260610673856,0.067,0.012,0,0.055
"450","MTRNR2L12",0,3.63076126707749,0.072,0.017,0,0.055
"451","F3",0,3.05250070211566,0.062,0.008,0,0.054
"452","TGFBI",0,4.72918476946869,0.056,0.002,0,0.054
"453","NTRK2",0,3.50844993902124,0.06,0.006,0,0.054
"454","PRSS22",0,4.70194913181647,0.053,0.002,0,0.051
"455","GJB3",0,2.82483469583789,0.057,0.008,0,0.049
"456","TNIP3",0,8.37349888498631,0.049,0,0,0.049
"457","BST2",0,3.46689253100875,0.054,0.005,0,0.049
"458","APOL1",0,2.58667248040404,0.06,0.011,0,0.049
"459","PITX1",0,5.3099686703044,0.049,0.001,0,0.048
"460","NEBL",0,2.93357988394974,0.055,0.007,0,0.048
"461","SAA2",0,5.58425901334829,0.049,0.001,0,0.048
"462","LGALS4",0,-0.752341295004165,0.927,0.975,0,-0.0479999999999999
"463","FTL",0,-0.561132104308101,0.919,0.966,0,-0.0469999999999999
"464","SYTL1",0,2.55002355017916,0.056,0.01,0,0.046
"465","LPCAT1",0,3.76979673659905,0.049,0.003,0,0.046
"466","CFB",0,2.9834765834348,0.053,0.007,0,0.046
"467","ME1",0,3.47332174356118,0.051,0.005,0,0.046
"468","TMSB10",0,0.293365067024057,0.976,0.93,0,0.0459999999999999
"469","HLA-DMB",0,2.85629242396912,0.051,0.006,0,0.045
"470","NFE2L3",0,2.92182291482686,0.049,0.006,0,0.043
"471","KRT7",0,4.51341332957136,0.044,0.002,0,0.042
"472","REG3A",0,11.9204895961971,0.041,0,0,0.041
"473","RAMP1",0,3.15020694047199,0.046,0.006,0,0.04
"474","TESC",0,5.10928513796035,0.041,0.001,0,0.04
"475","CRNDE",0,5.10079600556781,0.039,0.001,0,0.038
"476","SLC17A9",0,3.50876932627681,0.041,0.004,0,0.037
"477","MMP7",0,9.63556707983219,0.037,0,0,0.037
"478","MYL6",0,-0.416048743354148,0.925,0.961,0,-0.0359999999999999
"479","REG1B",0,6.35661766220799,0.035,0.001,0,0.034
"480","HOXD13",0,6.96154891954721,0.033,0,0,0.033
"481","EMB",0,4.63163566138182,0.033,0.001,0,0.032
"482","RBPMS",0,6.18857837192551,0.031,0,0,0.031
"483","PHGR1",0,-0.7457108314075,0.966,0.988,0,-0.022
"484","RPLP2",0,0.487036048583887,0.94,0.923,0,0.0169999999999999
"485","TPT1",0,0.906577293474454,0.946,0.93,0,0.0159999999999999
"486","PIGR",0,1.1208064815747,0.933,0.94,0,-0.0069999999999999
"487","S100A6",0,0.952658492473263,0.995,0.99,0,0.005
"488","SRRM2",4.60873899463273e-308,0.818659608071913,0.308,0.186,6.93384781742494e-304,0.122
"489","PLLP",1.24613364905019e-307,2.44399507229167,0.056,0.01,1.87480807499602e-303,0.046
"490","COX7B",2.13529260541481e-307,0.563059923244389,0.733,0.651,3.21254772484658e-303,0.082
"491","CCND1",2.57773340187089e-307,1.32866418683696,0.143,0.06,3.87819990311476e-303,0.083
"492","PPP2R5E",3.28199819171527e-307,1.51386177926053,0.107,0.037,4.93776627943563e-303,0.07
"493","PAWR",8.50704297138626e-307,1.09448451755118,0.185,0.089,1.27988461504506e-302,0.096
"494","NFIA",1.45879245101937e-306,1.36756880108495,0.127,0.049,2.19475324255864e-302,0.078
"495","ARHGDIB",3.47425003458626e-306,1.40645335693212,0.073,0.018,5.22700917703504e-302,0.055
"496","LYPD8",5.69989349097745e-306,-1.66810137971166,0.168,0.282,8.57548975717557e-302,-0.114
"497","PYCR1",6.76853042261095e-306,1.27602573531332,0.145,0.061,1.01832540208182e-301,0.084
"498","EIF4A2",1.41472898662625e-304,0.638120306119741,0.419,0.28,2.12845976037919e-300,0.139
"499","STT3A",2.07246802011759e-304,1.71331922355219,0.089,0.027,3.11802813626692e-300,0.062
"500","CLINT1",2.20258485250321e-304,1.26275364418777,0.143,0.06,3.31378891059107e-300,0.083
"501","CAPRIN1",3.47976215851508e-304,1.37636791143587,0.12,0.045,5.23530216748594e-300,0.075
"502","SORD",3.69246989543262e-304,1.58679604489641,0.099,0.033,5.55532095767838e-300,0.066
"503","HOXD11",6.08880398206834e-304,3.53388714466572,0.038,0.003,9.16060559102181e-300,0.035
"504","C4BPB",9.00262949703721e-304,2.77810588115804,0.058,0.011,1.35444560782925e-299,0.047
"505","WSB1",1.19752119079784e-303,1.07517304517682,0.208,0.107,1.80167063155535e-299,0.101
"506","ST6GALNAC1",1.57858176995776e-303,1.05691195071867,0.285,0.17,2.37497627290145e-299,0.115
"507","DSTN",6.12606055886801e-303,0.514234632715102,0.582,0.44,9.21665811081692e-299,0.142
"508","KLF6",8.25003891148892e-303,0.678712231201853,0.452,0.313,1.24121835423351e-298,0.139
"509","MAN2A1",8.62721389419777e-303,1.87113293453331,0.081,0.023,1.29796433038205e-298,0.058
"510","EGR3",1.34337500511277e-302,3.18514042511281,0.042,0.004,2.02110769519216e-298,0.038
"511","GUCA2B",2.5714947288299e-302,-1.63056589880313,0.139,0.25,3.86881381952459e-298,-0.111
"512","MRPL52",3.08290847862805e-301,0.761731765936709,0.359,0.231,4.63823580609591e-297,0.128
"513","PTGES3",5.28154971879531e-301,0.722083212538239,0.372,0.242,7.94609155192754e-297,0.13
"514","CD164",1.3805023627864e-300,0.65060616300645,0.44,0.3,2.07696580481214e-296,0.14
"515","GALNT1",2.80439520846276e-300,1.3700243106746,0.123,0.047,4.21921259113223e-296,0.076
"516","WARS",5.0010181587179e-300,2.13314851469196,0.076,0.02,7.52403181979109e-296,0.056
"517","BHLHE40",7.55254102131289e-300,2.15136603585859,0.067,0.016,1.13627979665652e-295,0.051
"518","KPNB1",1.92459516270177e-299,1.03608366617855,0.204,0.104,2.89555342228481e-295,0.1
"519","MALAT1",2.09527955965557e-299,0.42641240993747,0.976,0.976,3.1523480975018e-295,0
"520","MYOF",5.10561596689201e-299,1.97759238922939,0.074,0.019,7.68139922218902e-295,0.055
"521","EI24",6.27426245162711e-299,0.900233579456074,0.243,0.134,9.43962785847298e-295,0.109
"522","HDGF",1.9471599741562e-298,1.08206537215155,0.196,0.099,2.929502181118e-294,0.097
"523","CTBP2",1.95443371208598e-298,1.11577200546236,0.171,0.08,2.94044551983335e-294,0.091
"524","RPLP1",2.14470044000663e-298,0.433669739423089,0.956,0.963,3.22670181198997e-294,-0.00700000000000001
"525","TNFRSF11A",3.26195025874981e-296,1.66868685326766,0.094,0.03,4.90760416428909e-292,0.064
"526","TRA2A",1.9746404192661e-295,1.29937511496986,0.137,0.057,2.97084651078584e-291,0.08
"527","WEE1",3.0560405063054e-295,2.10571551876029,0.068,0.016,4.59781294173647e-291,0.052
"528","PAK2",4.26058232704696e-295,1.41060715470166,0.111,0.04,6.41004611104215e-291,0.071
"529","ATP2A2",8.2294888686507e-294,1.08711754111602,0.195,0.098,1.2381266002885e-289,0.097
"530","COX5A",1.85077408911182e-293,-0.50597221713304,0.757,0.825,2.78448961706873e-289,-0.0679999999999999
"531","KCNQ1OT1",5.598576582433e-293,1.53437199398122,0.107,0.038,8.42305846827044e-289,0.069
"532","KIAA1324",1.04546867383806e-292,1.21753155709514,0.155,0.07,1.57290761978936e-288,0.085
"533","ACTR3",2.56339559272907e-292,0.914679911449119,0.239,0.131,3.85662866926089e-288,0.108
"534","TAPBP",9.06718226589575e-292,0.934700269312724,0.278,0.166,1.36415757190402e-287,0.112
"535","DNAJB9",3.44004043203875e-291,1.64862238937248,0.092,0.029,5.1755408300023e-287,0.063
"536","COTL1",3.0756846758803e-290,0.944161710764134,0.203,0.104,4.62736759486191e-286,0.099
"537","ATP13A3",5.33951762672724e-290,2.01575950250438,0.065,0.015,8.03330426941113e-286,0.05
"538","C15orf48",7.50728158454927e-290,-0.250565074710533,0.863,0.947,1.12947051439544e-285,-0.084
"539","EIF3A",2.68172591406456e-289,0.913809694467683,0.242,0.135,4.03465663771013e-285,0.107
"540","BCL10",2.32459070376489e-288,1.37321563448681,0.133,0.055,3.49734671381427e-284,0.078
"541","TSPAN8",3.13962733095133e-288,0.836329266306482,0.832,0.82,4.72356931941628e-284,0.012
"542","GOLGB1",3.43262819337062e-288,1.19787231588046,0.173,0.083,5.16438911692609e-284,0.09
"543","TMED3",9.96440758429358e-288,0.810099032066533,0.259,0.148,1.49914512105697e-283,0.111
"544","SF3B1",1.82311184556349e-287,1.08471583768917,0.171,0.082,2.74287177165027e-283,0.089
"545","DEFA5",4.55890278915521e-287,4.60833382519144,0.037,0.003,6.85886924628401e-283,0.034
"546","GDI2",1.66300236103632e-285,0.759515976855899,0.288,0.171,2.50198705217915e-281,0.117
"547","CD46",4.96888768869572e-285,1.0920668976361,0.169,0.08,7.4756915276427e-281,0.089
"548","MPST",5.79535018561324e-285,-0.779915156473715,0.46,0.542,8.71910435425513e-281,-0.082
"549","ATP6V1G1",8.20118628267851e-285,0.654805185861438,0.387,0.257,1.23386847622898e-280,0.13
"550","PPP2R5C",1.30959721120592e-284,1.21122866207074,0.14,0.06,1.9702890042593e-280,0.08
"551","SOCS1",2.98957580359822e-284,2.18126828369325,0.066,0.016,4.49781679651352e-280,0.05
"552","ANKRD36C",6.91968093303451e-284,2.28504769230897,0.072,0.019,1.04106599637504e-279,0.053
"553","TST",1.23872153547481e-283,-0.902187188256461,0.315,0.424,1.86365655012185e-279,-0.109
"554","MESP1",1.12158541283579e-282,-1.80711389303504,0.041,0.126,1.68742525361144e-278,-0.085
"555","CMIP",4.41894585744372e-282,1.57248069846412,0.101,0.035,6.64830404252408e-278,0.066
"556","GDF15",5.37010825896695e-282,1.24198686534799,0.179,0.089,8.07932787561578e-278,0.09
"557","GNPNAT1",2.01551994001771e-281,1.46022268174906,0.101,0.035,3.03234974975665e-277,0.066
"558","NR4A2",4.0725605929199e-281,1.66543869797468,0.091,0.029,6.12716741204799e-277,0.062
"559","SEL1L3",4.47798895642342e-280,1.42630246608093,0.108,0.04,6.73713438493903e-276,0.068
"560","UBE2D3",5.18030506918104e-279,0.598256442948514,0.408,0.276,7.79376897658288e-275,0.132
"561","LDHB",1.30017807803957e-278,0.638535756009206,0.394,0.261,1.95611791841053e-274,0.133
"562","NUCKS1",2.20396162576393e-278,0.786996183452382,0.297,0.181,3.31586026596183e-274,0.116
"563","MTPN",6.72457049398892e-278,1.33273350005487,0.118,0.046,1.01171163082063e-273,0.072
"564","KDELR1",1.95746099257597e-277,0.734306661202959,0.299,0.182,2.94500006333055e-273,0.117
"565","MLEC",6.93901666381986e-277,0.505578092635841,0.47,0.325,1.0439750570717e-272,0.145
"566","NCKAP1",1.04566919470976e-276,1.39001596551498,0.111,0.042,1.57320930344083e-272,0.069
"567","VWA1",5.57202539063744e-276,2.21997640102607,0.056,0.012,8.38311220021402e-272,0.044
"568","AZIN1",6.04357849027899e-276,1.34125645554337,0.11,0.041,9.09256383862474e-272,0.069
"569","CTNND1",7.32759677633492e-276,0.957639853578671,0.226,0.125,1.10243693499959e-271,0.101
"570","STT3B",2.23140929259119e-275,1.28549899355796,0.124,0.051,3.35715528070344e-271,0.073
"571","USP53",2.44450408523041e-274,1.42693691823408,0.125,0.051,3.67775639622916e-270,0.074
"572","BAG3",1.12304568063744e-273,1.677609489683,0.081,0.024,1.68962222651903e-269,0.057
"573","UBA52",1.3040584664943e-273,0.370042388502706,0.872,0.834,1.96195596284068e-269,0.038
"574","PARP8",2.16502787423435e-273,4.44437218227074,0.03,0.001,3.25728443678557e-269,0.029
"575","POLR2L",3.18092196795807e-272,0.478432940790609,0.688,0.565,4.78569710079291e-268,0.123
"576","SOD2",5.57398804468808e-272,0.933202866307308,0.257,0.151,8.38606501323321e-268,0.106
"577","HSPA1A",2.40726273562693e-271,0.784701141945352,0.354,0.233,3.62172678575072e-267,0.121
"578","EIF2S3",4.46343005205408e-270,1.21027372540633,0.139,0.061,6.71523051331536e-266,0.078
"579","COPB1",5.0766759930491e-270,1.27024448110593,0.124,0.051,7.63785903154238e-266,0.073
"580","ATP2C1",1.09447527519528e-269,1.54876739420873,0.09,0.03,1.64663805153131e-265,0.06
"581","SMARCA5",1.13327436142154e-269,1.42942177129857,0.101,0.037,1.70501127675871e-265,0.064
"582","MSMO1",1.22535569327829e-269,1.63857635405863,0.093,0.032,1.84354764053719e-265,0.061
"583","SLC30A7",1.2595980360354e-269,1.86570300514536,0.07,0.019,1.89506524521526e-265,0.051
"584","NRIP1",4.55991026322768e-269,1.77964724155461,0.075,0.022,6.86038499102605e-265,0.053
"585","DAPP1",9.04632595880644e-269,5.04829441842383,0.027,0.001,1.36101974050243e-264,0.026
"586","FUT8",1.70779282654671e-268,2.16257481041645,0.057,0.012,2.56937430753953e-264,0.045
"587","MDK",1.13815491271317e-267,0.586795880770378,0.315,0.193,1.71235406617696e-263,0.122
"588","ENAH",2.130647804909e-266,1.91767043514935,0.066,0.017,3.20555962248559e-262,0.049
"589","NONO",2.48659516405356e-266,1.04842536683695,0.167,0.081,3.74108242431859e-262,0.086
"590","PER2",1.19032959950467e-265,2.06145399395557,0.063,0.015,1.79085088245477e-261,0.048
"591","PRKDC",1.24656689953022e-265,1.47369421324613,0.103,0.039,1.87545990034321e-261,0.064
"592","GCC2",3.05098901051291e-265,1.01661356158939,0.19,0.098,4.59021296631667e-261,0.092
"593","GPBP1",5.65266935850916e-264,1.12304681316276,0.152,0.071,8.50444104987703e-260,0.081
"594","CDK12",6.02058850216174e-264,1.65416039310847,0.082,0.026,9.05797540150234e-260,0.056
"595","SLC7A1",1.10965401072213e-263,1.78871074788382,0.072,0.02,1.66947445913144e-259,0.052
"596","LRRFIP1",2.44600544894938e-263,0.843152280030913,0.254,0.149,3.68001519794435e-259,0.105
"597","YY1",5.96039836630248e-263,0.982148858107724,0.185,0.095,8.96741934210208e-259,0.09
"598","MIA",6.58073688521938e-263,4.56138039082093,0.03,0.002,9.90071864381256e-259,0.028
"599","TMPO",7.22266710074347e-262,1.35246243811437,0.115,0.046,1.08665026530685e-257,0.069
"600","MAP3K13",1.13315694686459e-261,0.958919614113866,0.187,0.096,1.70483462655778e-257,0.091
"601","HYOU1",1.6918051700386e-261,1.52137083049918,0.097,0.035,2.54532087832307e-257,0.062
"602","ATP10B",3.5968716820494e-261,1.23239347380756,0.163,0.08,5.41149344564332e-257,0.083
"603","DHX15",1.7151081915986e-260,1.15741149427118,0.139,0.062,2.58038027426009e-256,0.077
"604","SGMS1",3.76806690721657e-260,2.85095155379768,0.039,0.005,5.66905666190732e-256,0.034
"605","DUSP4",6.29701813833021e-260,3.22622157503838,0.033,0.003,9.4738637891178e-256,0.03
"606","MIDN",3.15412484896463e-259,0.904999124776301,0.246,0.144,4.74538083526728e-255,0.102
"607","TMED9",4.0043648863936e-259,0.715009550486669,0.352,0.234,6.02456697157917e-255,0.118
"608","APOL6",4.86815808461358e-259,1.42224218159574,0.107,0.041,7.32414383830113e-255,0.066
"609","GLDN",8.80942154281109e-259,4.611516659898,0.028,0.001,1.32537747111593e-254,0.027
"610","CASP1",2.12678139618414e-258,1.17404035268539,0.165,0.081,3.19974261055904e-254,0.084
"611","SAR1A",2.8208247340263e-258,1.13995736520754,0.145,0.066,4.24393081234257e-254,0.079
"612","CTTN",6.45073480857307e-258,0.919675168005046,0.236,0.137,9.70513051949819e-254,0.099
"613","WTAP",2.49398019515613e-257,1.18553779707956,0.138,0.062,3.7521932036124e-253,0.076
"614","SRSF9",4.98641247836228e-257,0.703013395376801,0.328,0.212,7.50205757369605e-253,0.116
"615","FRYL",7.73198335803783e-257,1.00793728485029,0.193,0.102,1.16327689621679e-252,0.091
"616","ARL5B",9.28899433805063e-257,1.82626230142701,0.069,0.019,1.39752919815972e-252,0.05
"617","FOSL2",1.16008182971765e-256,1.28061355198573,0.127,0.054,1.74534311281021e-252,0.073
"618","FTH1",1.26931882450927e-256,-0.777029353072721,0.972,0.981,1.9096901714742e-252,-0.00900000000000001
"619","PRDX4",1.57770573145852e-256,0.767999474651852,0.278,0.17,2.37365827297934e-252,0.108
"620","MAGT1",4.29444794676009e-256,1.54079552405527,0.087,0.029,6.46099693590055e-252,0.058
"621","MIF",8.17953811947662e-256,0.474467590684596,0.581,0.44,1.23061151007526e-251,0.141
"622","HLA-F",1.91605436167377e-255,0.900391499250238,0.228,0.13,2.88270378713818e-251,0.098
"623","CCDC14",3.62610405970158e-255,1.2002253067168,0.138,0.062,5.45547355782102e-251,0.076
"624","NDUFA3",4.74025722196131e-255,0.550647967515781,0.46,0.327,7.1317169904408e-251,0.133
"625","KTN1",5.04208692623738e-255,0.651855980555867,0.381,0.26,7.58581978052413e-251,0.121
"626","UBE2N",7.09358888204709e-255,0.90646284759912,0.191,0.1,1.06723044730398e-250,0.091
"627","SULT1A1",1.55064094834131e-254,-1.08224662651471,0.111,0.213,2.3329393067795e-250,-0.102
"628","UBXN4",1.0189801841016e-253,0.740603346362633,0.291,0.18,1.53305568698086e-249,0.111
"629","YWHAG",1.87780176125659e-253,1.37809112294344,0.101,0.038,2.82515274981055e-249,0.063
"630","TRIP12",1.6271645221531e-252,1.58808031823356,0.083,0.027,2.44806902357934e-248,0.056
"631","CLDN2",1.77016535215539e-252,8.93031034539332,0.023,0,2.66321377231778e-248,0.023
"632","KLK12",6.70063041586835e-252,4.07424045803082,0.03,0.002,1.00810984606739e-247,0.028
"633","EZR",7.85668813815878e-252,0.608622603876491,0.382,0.258,1.18203873038599e-247,0.124
"634","IRS2",3.71415112115781e-250,1.70801526227102,0.074,0.022,5.58794036178193e-246,0.052
"635","PMEPA1",5.19902675432197e-250,1.71531263786005,0.08,0.026,7.82193575187741e-246,0.054
"636","TMEM33",1.98137685571444e-249,1.3675864103576,0.106,0.041,2.98098147942238e-245,0.065
"637","SAMD5",2.5414585867149e-249,2.17022936707062,0.053,0.012,3.82362444371257e-245,0.041
"638","ZDHHC2",4.98531603350546e-249,1.95444319984251,0.059,0.015,7.50040797240897e-245,0.044
"639","EIF2S2",5.1193623829604e-249,0.745073156550997,0.299,0.189,7.70208070516392e-245,0.11
"640","ST6GALNAC4",1.11877263394302e-248,2.22333960419677,0.051,0.011,1.68319342776727e-244,0.04
"641","MRPL33",1.15685422897966e-248,0.790633388094462,0.256,0.152,1.7404871874999e-244,0.104
"642","BIRC6",1.7969767103974e-248,1.40082578154229,0.107,0.042,2.70355146079288e-244,0.065
"643","PTMA",2.26111669867947e-248,0.414553864478883,0.938,0.927,3.40185007316327e-244,0.0109999999999999
"644","SMARCC1",1.27134726654707e-246,1.23549338265284,0.12,0.051,1.91274196252006e-242,0.069
"645","SRPRB",8.04628076928382e-246,1.225536928043,0.124,0.054,1.21056294173875e-241,0.07
"646","PRPF38B",1.5913220631211e-245,0.975503649827144,0.173,0.088,2.39414404396569e-241,0.085
"647","PSAT1",1.82247182601851e-245,3.14641858746085,0.035,0.004,2.74190886224484e-241,0.031
"648","UBE2L6",1.22886509862098e-244,1.3041128221151,0.106,0.042,1.84882754087526e-240,0.064
"649","NPM1",1.34031309272992e-244,0.549030491691159,0.602,0.479,2.01650104801216e-240,0.123
"650","VNN1",1.71717033525977e-244,7.08792620531676,0.023,0,2.58348276939832e-240,0.023
"651","TGM2",8.38448654650188e-244,6.08670098652475,0.024,0.001,1.26144600092121e-239,0.023
"652","KLF3",9.00664235284475e-244,0.976298027286403,0.196,0.107,1.35504934198549e-239,0.089
"653","CLU",5.82850881177539e-243,2.39840465914494,0.048,0.009,8.76899150731608e-239,0.039
"654","ATP2C2",6.17910126994405e-243,1.02435018336879,0.162,0.08,9.29645786063082e-239,0.082
"655","PTPN12",1.14902974259391e-242,2.03597642672098,0.058,0.014,1.72871524773254e-238,0.044
"656","UBE3A",1.46902307229092e-242,1.30193296057094,0.104,0.041,2.21014521226169e-238,0.063
"657","CNN2",3.71502927221818e-242,1.67523264650622,0.083,0.028,5.58926154005225e-238,0.055
"658","CD79A",7.98531253200932e-242,2.30514113843306,0.04,0.006,1.2013902704408e-237,0.034
"659","XPO1",1.13728793725557e-241,1.36347332157318,0.103,0.041,1.71104970160101e-237,0.062
"660","MPG",1.93615383957557e-241,0.87624914630411,0.184,0.097,2.91294345164144e-237,0.087
"661","LAMC2",3.20140197972676e-241,1.84275292869684,0.074,0.023,4.81650927849891e-237,0.051
"662","TRIM2",7.37976806557783e-241,1.08896911004869,0.15,0.073,1.11028610546618e-236,0.077
"663","COPB2",8.26248596025748e-241,1.04865131879447,0.148,0.071,1.24309101272074e-236,0.077
"664","SERPINB6",2.31807279095056e-240,0.778573052163779,0.318,0.208,3.48754051398512e-236,0.11
"665","NDUFB1",3.75801318646556e-240,0.493196670650795,0.556,0.427,5.65393083903744e-236,0.129
"666","CDH1",4.19758452137722e-240,0.919643115491363,0.252,0.154,6.31526591241203e-236,0.098
"667","AHI1",6.03598696956581e-240,1.42889692170449,0.093,0.035,9.08114239571176e-236,0.058
"668","IL1RN",1.54006558803258e-239,5.70302293938516,0.023,0,2.31702867719501e-235,0.023
"669","EFNB2",3.28807311497189e-239,1.27933940041115,0.112,0.046,4.94690600147521e-235,0.066
"670","ITGAV",6.27402086117805e-239,2.07672041585453,0.058,0.014,9.43926438564237e-235,0.044
"671","PXMP2",7.39869942465282e-239,-0.912460430773594,0.217,0.323,1.11313432843902e-234,-0.106
"672","OTUD1",7.57911641462496e-239,2.09759610887618,0.058,0.015,1.14027806458032e-234,0.043
"673","CDC42EP1",7.82038090712316e-239,1.13251635634083,0.129,0.057,1.17657630747668e-234,0.072
"674","SHOC2",1.17381773506675e-238,1.52137688617465,0.085,0.029,1.76600878240793e-234,0.056
"675","TNRC6B",2.11665187833615e-238,1.1323446859508,0.142,0.067,3.18450275095674e-234,0.075
"676","ZC3H11A",2.55103010880115e-238,1.42975410426246,0.093,0.035,3.83802479869133e-234,0.058
"677","LUM",2.7243436634969e-238,2.892825225547,0.036,0.005,4.09877504173109e-234,0.031
"678","IMPAD1",1.10120443362303e-237,1.72457580915651,0.067,0.02,1.65676207038585e-233,0.047
"679","SMAD5",2.48995924435096e-237,1.66432724257694,0.074,0.023,3.74614368312602e-233,0.051
"680","PPP2CB",4.15381838492029e-237,1.28325370431248,0.114,0.048,6.24941976011257e-233,0.066
"681","KPNA4",7.92862668009824e-237,1.44322088657903,0.088,0.031,1.19286188402078e-232,0.057
"682","PTP4A1",1.5828374854421e-236,0.891452149947816,0.218,0.125,2.38137899684764e-232,0.093
"683","CD9",3.64391377470409e-236,-0.372946952615647,0.743,0.813,5.4822682740423e-232,-0.07
"684","CLDN7",3.68111789118103e-236,-0.507405375998968,0.734,0.785,5.53824186728186e-232,-0.051
"685","FNBP1L",4.03891213206202e-236,1.52556000304741,0.083,0.029,6.0765433026873e-232,0.054
"686","FMOD",5.42077223001848e-236,1.95261721285512,0.057,0.014,8.15555182006281e-232,0.043
"687","LGALS2",8.498275974506e-236,1.04195189970487,0.309,0.208,1.27856562036443e-231,0.101
"688","PSMA4",5.88815301680947e-235,0.716113170088991,0.374,0.263,8.85872621378984e-231,0.111
"689","HNRNPF",1.12455586847248e-234,0.627714596277891,0.34,0.225,1.69189430411685e-230,0.115
"690","MYCBP2",1.18175562675194e-234,1.84704655660243,0.063,0.017,1.77795134044829e-230,0.046
"691","VEGFA",4.25650966705002e-234,1.392076632282,0.107,0.044,6.40391879407675e-230,0.063
"692","RALBP1",8.68823495382187e-234,0.83493541211729,0.196,0.107,1.3071449488025e-229,0.089
