"gene"
"ZNF761"
"LGR6"
"BTBD8"
"VPS54"
"ZNF41"
"SLC22A5"
"SMNDC1"
"PDIK1L"
"ALDH18A1"
"UCP3"
"RABGAP1L-DT"
"PRF1"
"H2AZ1"
"EXOSC9"
"TMEM268"
"SNHG4"
"GDAP1"
"EED"
"DYNC2I2"
"PRKN"
"ZBTB26"
"LINC03014"
"LINC01422"
"RHBDD3"
"XBP1"
"ZNF75D"
"ZNF416"
"TRNT1"
"RABEP2"
"ERMN"
"PADI2"
"REEP2"
"ERV3-1"
"TNFRSF25"
"SCARF1"
"WASHC4"
"TARS1"
"MIR22HG"
"SSR3"
"ANK1"
"KLHL32"
"MIR23AHG"
"WDR35"
"SELENOT"
"FDXR"
"MRM1"
"ZNF382"
"TRMT61A"
"SLC4A10"
"NCOA1"
"ZNF181"
"ZNF14"
"ANKRD16"
"TGFBRAP1"
"HYAL3"
"OSGIN1"
"ZNF33A"
"UBLCP1"
"ZNF320"
"SUCO"
"TLR5"
"TELO2"
"TAF9B"
"STING1"
"IGHM"
"PLAG1"
"ZNF91"
"ZNF710-AS1"
"SPTLC2"
"AQR"
"ACRBP"
"PLXNA3"
"RACGAP1"
"CENPF"
"LRRTM2"
"ZNF671"
"ZFP69"
"CD4"
"SPRY2"
"IPO7"
"IFT46"
"ANKRD49P1"
"LAX1"
"HERPUD1"
"NR4A1"
"FAM91A1"
"SEPHS1"
"IL12A"
"ZSCAN30"
"SEPTIN4"
"DPH6"
"FANCE"
"HADHA"
"NEPRO"
"PDCD6"
"FMO4"
"SLC39A14"
"DGKQ"
"TSC22D3"
"ZNF141"
"STARD4-AS1"
"KATNIP"
"LINC00205"
"FXR1"
"NEIL1"
"TOX2"
"BCORP1"
"STXBP4"
"ADNP2"
"PPP4R1"
"APBA2"
"CALM2"
"ZNF550"
"FBXO43"
"S1PR3"
"ERI1"
"FBXL3"
"GORAB"
"KLHL25"
"KPNA3"
"ACOT9"
"LINC02470"
"RNF121"
"C1GALT1C1"
"VSIG10L"
"ZNF675"
"ZNF45"
"MAP2K5-DT"
"SENP8"
"ERI2"
"TNFAIP8L2"
"PGBD4"
"MAPK6"
"VANGL1"
"ZRANB3"
"KSR1"
"CDK20"
"STK39"
"ZNF324B"
"KIT"
"SWAP70"
"ZNF500"
"ALDH5A1"
"SNX2"
"GUSBP5"
"TTC24"
"ZNF34"
"ZNF436"
"KNTC1"
"ADAMTS6"
"ARFIP2"
"DICER1"
"RAD51"
"HSDL1"
"LYSMD4"
"HSDL2"
"ANKLE1"
"ZNF33B"
"MCCC1"
"RP9"
"RMDN2"
"PLCB1"
"ZNF235"
"PLCB2"
"ACSL1"
"MICAL3"
"SLC26A6"
"JUNB"
"HSPA5"
"SLC12A4"
"LGALS8"
"OXSR1"
"CHST7"
"SLC5A6"
"NANP"
"DPY19L3"
"GMEB2"
"SPATA2L"
"PIK3CB"
"ZNF559"
"TMCO3"
"OSM"
"HOMER2"
"C5orf34"
"SEC31B"
"CTLA4"
"ATM"
"CRIP2"
"C17orf100"
"SIN3B"
"TLR1"
"FCHO2"
"EXOSC8"
"ZFYVE26"
"MFSD6L"
"DOCK6"
"FCRL5"
"IL4I1"
"BACH1"
"ZNF813"
"MICU1"
"RNF139-DT"
"PSIP1"
"PROKR2"
"TRAV8-6"
"PCTP"
"RBM12"
"ATP13A3"
"DDX51"
"AGL"
"PPP1CB"
"LINC00954"
"SEC24D"
"ZNF808"
"FRS2"
"EIF2AK3-DT"
"ZFP92"
"KLHL2"
"TOR3A"
"ZNF780B"
"MUL1"
"HERC2"
"CBR4"
"AMZ1"
"C3orf38"
"TSR1"
"TMX1"
"SLC35E4"
"B3GLCT"
"EVC2"
"PCID2"
"SV2A"
"ZNF154"
"GMPR2"
"MEGF6"
"ZNF160"
"TRAK2"
"TNKS1BP1"
"RAD18"
"CCP110"
"CXCL16"
"ZNF555"
"NEUROD2"
"PRUNE1"
"ZSCAN22"
"NR1H3"
"KANK2"
"HAVCR2"
"PLA2G15"
"MIR4453HG"
"ASNSD1"
"FGFR1"
"CKB"
"GPSM1"
"ENC1"
"SRGAP3"
"PRIMPOL"
"MTPAP"
"YPEL5"
"USP9X"
"ARHGEF6"
"RAB19"
"SNIP1"
"MMP15"
"ZBTB32"
"C1orf216"
"TNFSF4"
"FIGNL1"
"ADPRH"
"CROT"
"ZNF570"
"ZC3H12D"
"WDR12"
"ETAA1"
"SLC5A3"
"FAM171A1"
"ALKBH8"
"ADAM15"
"MRPL58"
"AP1AR"
"GALNT11"
"HCG27"
"ARHGAP19"
"ECHDC3"
"ZNF485"
"PEAK1"
"NECTIN3"
"ZNF546"
"KIF13B"
"ZNF786"
"CCNI2"
"AFTPH-DT"
"AJUBA"
"ACACB"
"BTRC"
"ZNF597"
"ATL2"
"INTS10"
"TMEM250"
"SPAG5-AS1"
"TMEM25"
"GPRIN1"
"TUB"
"PSTK"
"ZNF252P-AS1"
"PNPT1"
"MCU"
"CCDC144A"
"ATOSB"
"ZNF670"
"NUBPL"
"EGR2"
"SORL1"
"AXL"
"ZNF441"
"ZNF133"
"TTBK2"
"KCNJ13"
"ZNF527"
"VAC14-AS1"
"C1orf159"
"ADAM9"
"FUT10"
"CCNG2"
"PDRG1"
"ADD3"
"HHAT"
"FGR"
"GK5"
"AGPAT4"
"BTN3A1"
"UROD"
"UST"
"TSPYL2"
"NAGLU"
"BBS10"
"LRRC56"
"KCNA6"
"RP2"
"ZBTB24"
"IRAK1"
"REV3L"
"PLXND1"
"DHFR2"
"SLFN11"
"SAP30L"
"RBM27"
"TMCC1-DT"
"KMT5C"
"PARG"
"SLC35A5"
"GFPT1"
"ZNF541"
"HEATR5A"
"HIPK2"
"EPHB4"
"COQ3"
"LAMP2"
"KRT18P31"
"SLC20A1-DT"
"ZNF74"
"TDP2"
"SHISAL1"
"HMCN1"
"PLCL1"
"HLA-DRB5"
"PECAM1"
"MECR"
"MTX3"
"CRTAP"
"CEP76"
"WDFY1"
"CYFIP1"
"IFT81"
"ITGA10"
"MAMDC4"
"KBTBD8"
"CCDC171"
"ASPH"
"DOK7"
"PHETA1"
"GAB2"
"FIZ1"
"ICA1L"
"TMEM145"
"SETMAR"
"ZNF737"
"LRRCC1"
"LTBP4"
"C1orf198"
"KCTD2"
"PPP1R3B"
"MXD1"
"ZNF468"
"ABL2"
"MOB3C"
"TBC1D2"
"TPP2"
"APP"
"TFEB"
"TIMELESS"
"GBE1"
"BRIX1"
"CNIH3-AS2"
"GCA"
"OXCT1"
"KLRG1"
"LINC02809"
"ZNF461"
"SLC30A1"
"MATCAP1"
"CARS2"
"USP31"
"EARS2"
"CEP295"
"CACNB3"
"FBXO5"
"WIPI2"
"EZH2"
"CHCHD4"
"EXOC3-AS1"
"MED14"
"CLHC1"
"HDAC8"
"ZNF558"
"DGKH"
"ASB13"
"H4C16"
"TTC21B"
"TBC1D1"
"GBP4"
"EXOC8"
"FGGY"
"C3"
"FBXL4"
"ZNF35"
"USP28"
"BCO2"
"DLEU2"
"SLC9A9"
"CCDC34"
"IGF1R"
"WWP2"
"MRPL42"
"RUNX2"
"FSIP1"
"ZFP1"
"METAP2"
"ADCY10P1"
"MIR34AHG"
"MCM2"
"LAS1L"
"CNIH2"
"C17orf80"
"NUP107"
"CPD"
"VIPAS39"
"MED9"
"RNF144B"
"FBLN2"
"ACO1"
"ACAP3"
"ACP2"
"KRT8P33"
"LINC02175"
"AGO4"
"RGS2"
"ZNF304"
"PYCR3"
"XKR8"
"POLD3"
"ABCA5"
"ZNF347"
"FRAT1"
"BICRAL"
"PATJ"
"UHMK1"
"ZNF707"
"ZNF25"
"NINL"
"PHAF1"
"MMP11"
"TATDN3"
"ZNF781"
"ABHD12"
"MTIF2"
"SCYL3"
"PDZD4"
"ZNF696"
"LINC00707"
"ANXA7"
"PPAT"
"STK11IP"
"WASL-DT"
"MMUT"
"PAK6-AS1"
"MINK1"
"PPP1R26P1"
"NR4A3"
"LINC01366"
"LINC01550"
"TP53BP2"
"ZNF700"
"NSL1"
"NUCB2"
"LINS1"
"UBN2"
"GCNA"
"MYCBP"
"SMYD4"
"ARMC7"
"NUP62CL"
"PAPLN"
"NEK10"
"PFAS"
"ZC4H2"
"FAM20A"
"LOXL1"
"NBN"
"VPS41"
"XRRA1"
"DTX3"
"XPNPEP1"
"ZNF391"
"PATL2"
"ZNF850"
"RFC2"
"LINC01003"
"CDK10"
"CCDC91"
"NETO2"
"MX2"
"CMKLR1"
"PLEK"
"HECW2"
"CARMIL1"
"C6orf89"
"YOD1"
"SGPP2"
"MSH3"
"SLC7A5"
"LINC01355"
"ESM1"
"RFX2"
"FUNDC1"
"NFKB2"
"MFGE8"
"GEMIN2"
"LINC01560"
"TBCK"
"CAMSAP1"
"ZFP62"
"RAMP1"
"GRASLND"
"SLC16A1"
"LRATD2"
"PIGG"
"HDAC9"
"MAPK11"
"PCSK6"
"FCHO1"
"XXYLT1"
"ZNF566"
"LCMT2"
"FCGR2B"
"NEXN"
"ZNF43"
"YEATS2-AS1"
"GPN1"
"EFNB1"
"C1GALT1"
"IARS1"
"FTSJ1"
"ZNF268"
"GPC1"
"RIMS3"
"THSD1"
"ECHDC1"
"LRRC8A"
"ZKSCAN5"
"SLK"
"ATAD2B"
"CDK7"
"GK"
"NUDT15"
"ZNF782"
"TMTC4"
"GGCX"
"ZPR1"
"RAB3IP"
"ZBTB40"
"LRRC4"
"CORO6"
"ZNF414"
"PDP2"
"LINC02615"
"MICALL2"
"TC2N"
"CEP97"
"CP"
"SLC25A30"
"FES"
"NAB1"
"RGS1"
"MTFR2"
"NCKAP1"
"KIR3DL2"
"ABITRAM"
"ALPK1"
"NT5DC1"
"USP45"
"ZNF345"
"SH3TC1"
"RIC8A"
"TRAV29DV5"
"LINC01934"
"PIGU"
"IFIT5"
"CYP4V2"
"ZNF613"
"RAB3D"
"MS4A1"
"TESK2"
"USP32"
"TMEM108"
"TRABD2A"
"CCNB2"
"KIAA0930"
"PYCR1"
"ZNF280D"
"ODR4"
"PHGDH"
"ULBP2"
"DZANK1"
"RASD1"
"GOLM1"
"PLD5P1"
"LCN12"
"ANP32E"
"MAP3K4-AS1"
"LNX2"
"KLF11"
"DUSP14"
"PARPBP"
"FGL2"
"KLHL12"
"SWT1"
"SCD5"
"CEP135"
"CCR1"
"DNAJB5"
"POLA1"
"MORC2"
"TIPARP"
"NCF2"
"BEND3"
"RBPJ"
"FBXO30"
"PPFIBP1"
"DNAJB1"
"FNIP2"
"MCM4"
"SH3PXD2A"
"MALT1"
"ASAP1-IT2"
"MPZL1"
"ZNF736"
"TULP3"
"THAP6"
"LINC02195"
"NCOA5"
"PALB2"
"ZNF233"
"KDM8"
"KLHDC9"
"TXNDC16"
"ZNF93"
"DDX20"
"ZNF100"
"ZNF221"
"KATNAL1"
"MCM9"
"CCDC141"
"AEBP1"
"GBA1LP"
"SOAT2"
"THNSL1"
"KRT20"
"ZNF460"
"MARK2P18"
"PRR14L"
"LEF1"
"USP44"
"SVIL"
"E2F2"
"ST3GAL1-DT"
"MYORG"
"TAX1BP1"
"LINC02610"
"DVL2"
"A1BG"
"BTN2A3P"
"APLP1"
"VCPIP1"
"TGFA"
"LINC01547"
"FBXL8"
"CEP250"
"NLRX1"
"ZNF792"
"BHLHE40-AS1"
"CCHCR1"
"DYNC2H1"
"BCL2L2"
"SURF6"
"TRIM28"
"NAGS"
"LINC00938"
"ABRA"
"PLAGL1"
"RNASEL"
"LINC02580"
"WDR89"
"ZCCHC4"
"LRRC8C-DT"
"ZNF714"
"TNFRSF13C"
"CTTNBP2NL"
"THAP9"
"GBP2"
"TRAV36DV7"
"TOPORS"
"UBTD2"
"SEC22C"
"MAP3K7CL"
"ITGA7"
"MON2"
"NEU3"
"FOXJ1"
"HCG11"
"KRBOX4"
"ZNF285"
"DAB2IP"
"SEMA4F"
"CENPK"
"SNX10"
"CACFD1"
"TEX30"
"B4GAT1"
"FITM2"
"ZNF420"
"ARHGEF10"
"ID1"
"PTP4A3"
"SDHAF1"
"PAXBP1-AS1"
"ZNF443"
"GAN"
"GRM2"
"CYB5D2"
"ADAT3"
"NCEH1"
"PIWIL4"
"LRRC20"
"SEPTIN7P1"
"ZBTB6"
"BLTP3B"
"KLHDC7B"
"ZG16"
"FAAP100"
"SPAG1"
"RAD51D"
"SMIM10L2A"
"ITGA2"
"ATP11A"
"ADAMTS10"
"DCP2"
"ZNF845"
"MISP3"
"ZBED5"
"MTND5P14"
"PRSS23"
"CHAF1B"
"RFK"
"SLC38A7"
"SYNE3"
"CCDC174"
"FAAH"
"H3C10"
"MYO15A"
"MRFAP1L2"
"RPA4"
"H2AZ1-DT"
"AMN"
"RAB11FIP5"
"NLRP2"
"ZNF28"
"OSGIN2"
"NUP85"
"CLASP2"
"PKN3"
"PCLAF"
"HIVEP2"
"UBR5"
"DFFB"
"NCKIPSD"
"EHBP1L1"
"RBM22P2"
"ZNF30"
"C3orf18"
"LINC01424"
"FAM131B"
"NUP37"
"NT5DC2"
"AGK"
"TRAT1"
"SIRT3"
"GPR15"
"ETV3"
"ABCD1"
"EIF3E"
"TRDV2"
"YAE1"
"MRS2"
"DOK1"
"MACROH2A2"
"PHF10"
"TECPR1"
"FAM131A"
"ODAPH"
"PLCD1"
"PARP16"
"DICER1-AS1"
"URGCP"
"BFAR"
"PEX11A"
"NFE2L1-DT"
"TMEM143"
"STK40"
"SLC2A11"
"MRPL30"
"IFIT3"
"EID2"
"GALNT7"
"MIGA2"
"KIF16B"
"EME2"
"UNG"
"ZNF202"
"RYR1"
"RAP1GAP2"
"TRUB1"
"APOL3"
"LONRF1"
"NRDE2"
"NAF1"
"KMT5B"
"ASCL2"
"RAD17"
"ARV1"
"CTBP2"
"KLHL9"
"TMEM140"
"ISL2"
"MKLN1"
"GDAP2"
"IGHV3-48"
"LINC01456"
"CNNM2"
"HEATR3"
"ERLIN1"
"PTPN12"
"GSS"
"INPP5F"
"ITPR2"
"FCRL6"
"REG1A"
"MCPH1"
"SLX4"
"PCDH1"
"MX1-AS1"
"GSC"
"PRMT6"
"POC1A"
"PHKA2"
"TAF2"
"C2orf15"
"PTK2"
"FAM120AOS"
"ZBTB41"
"ZNF721"
"CEP20"
"GBP1P1"
"ACVR2B"
"ELAPOR2"
"SGCB"
"NOL9"
"ZNF510"
"SLC9A6"
"ZNF8"
"UBE3D"
"ZRANB2-DT"
"KCNN4"
"TMEM128"
"ZBED3"
"ACTR5"
"TMEM241"
"GBP1"
"MARVELD1"
"GBA2"
"INTS8"
"ZNF442"
"NACC2"
"HIVEP2-DT"
"ZUP1"
"ZNF175"
"RARS1"
"GSDMA"
"RNF8"
"INTS9"
"ZNF595"
"DMXL1"
"EEF1A1P3"
"MED15"
"ZNF429"
"LINC01569"
"AGAP1"
"KDELR3"
"CABLES2"
"THAP9-AS1"
"FAM20B"
"MCMBP"
"MAPK9"
"NSMCE4A"
"WDR45B"
"TRMT5"
"KIAA0232"
"R3HCC1L"
"PIK3AP1"
"RAD51C"
"MAPRE3"
"C4orf46"
"ZFHX3-AS1"
"SOD1-DT"
"KIDINS220"
"UBA3"
"POMK"
"UBE2T"
"QRSL1"
"ZSWIM1"
"CARMIL3"
"SPRING1"
"NUDT16L2P"
"TMCC3"
"FAAP24"
"KLHL4"
"FAM98A"
"PAICS"
"LANCL2"
"PDCD1"
"IFNLR1"
"SPICP5"
"SLC16A1-AS1"
"EFCAB7"
"PDGFRB"
"ATAD2"
"TSGA10"
"LIG4"
"GLCE"
"ALDH1B1"
"ST8SIA6"
"PPT1"
"ANGEL1"
"RUSF1"
"CERCAM"
"BLOC1S5"
"NME8"
"TTC5"
"LINC02035"
"FAM199X"
"TMEM97"
"SLC25A13"
"EVI5L"
"GMPPA"
"LINC00216"
"ZNF544"
"HEATR5A-DT"
"LIN9"
"BICRA-AS2"
"ZNF623"
"UBE2D4"
"PIGK"
"FRYL"
"AHNAK"
"L2HGDH"
"PELI1"
"KLC4"
"RSRC2"
"SUSD4"
"DUSP6"
"RAB26"
"RAB20"
"FBXO3"
"PREB"
"FAM210B"
"NME6"
"GOLGA3"
"PRKCB"
"CTSS"
"ZNF354C"
"RPRD1B"
"TLCD3A"
"TMEM185B"
"ANKDD1B"
"PRXL2A"
"PLXNA4"
"SNHG20"
"SMU1"
"SLC4A4"
"CSTF1"
"ZFYVE16"
"RTN4R"
"NOTUM"
"TRIO"
"FRMD4B"
"COMMD10"
"C16orf87"
"RTCB"
"GNA13"
"ZBTB1"
"ZNF136"
"ANO6"
"ZNF554"
"RPF1"
"LSM11"
"POGLUT3"
"POLI"
"PRKAA1"
"ZNF681"
"SLC30A4"
"TMEM69"
"SLC22A23"
"ARFGEF1"
"ZNF77"
"ZKSCAN2-DT"
"CCDC106"
"CAMK1D"
"HES4"
"PLEKHD1"
"POLG2"
"HMGXB4"
"SP1"
"TMEM217"
"PPIL4"
"MXI1"
"LDHA"
"ZKSCAN7"
"SLC25A28-DT"
"DIS3L2"
"MEI1"
"STOML1"
"MYLK-AS1"
"RBM45"
"ZNF484"
"ANXA1"
"COPS8-DT"
"SEC24B-AS1"
"KLRF2"
"RANBP2"
"BRCA2"
"ABCA7"
"RCBTB1"
"CLPX"
"DCUN1D3"
"ANKRD36BP2"
"TRIP6"
"ZNF283"
"ALMS1"
"ELOVL6"
"ZNF529"
"RAB30"
"FBXW4P1"
"RLIM"
"SUMO1"
"CCDC28A"
"CCDC30"
"SEPSECS"
"ZNF211"
"FCRL4"
"CD5"
"USP27X"
"GAS2L1"
"MMS19"
"ARAP3"
"ZNF256"
"RASSF4"
"LRRN3"
"TADA1"
"GVQW3"
"SLX4IP"
"DDX60L"
"SOBP"
"GART"
"CBX5P1"
"GPSM2"
"SLC30A6"
"CARD8-AS1"
"CA2"
"LRRC25"
"WEE1"
"ERN1"
"ECM1"
"CDCA7"
"LINC00899"
"ZNF404"
"B3GNT9"
"TPRN"
"CIPC"
"TMEM178A"
"LCMT1-AS2"
"CCDC191"
"NFXL1"
"ZNF596"
"CCR7"
"ALG9"
"ZNF254"
"SLC4A11"
"CKMT2-AS1"
"KRT8"
"TRIM66"
"ANO10"
"TMEM117"
"ATG2A"
"TTC27"
"TBC1D7"
"EXPH5"
"GABPB1"
"USP38"
"IGHA1"
"GLA"
"COL6A2"
"FAM161A"
"ENTPD4"
"ING3"
"AZIN1"
"PRKG2"
"TBC1D15"
"STK25"
"DYRK3"
"SIDT2"
"CCDC42"
"DPH3"
"ASB3"
"PA2G4P4"
"DUSP4"
"TMEM8B"
"RTN4IP1"
"ADAL"
"SNHG10"
"ZFP28"
"ZMAT1"
"EIF1AD"
"NCF4"
"ENOX2"
"ILVBL"
"EPCAM"
"RADX"
"SLC35A4"
"PUDP"
"L1CAM"
"LINC00294"
"C13orf46"
"GSAP"
"CAB39"
"KCTD21"
"SMIM15"
"NKAPD1"
"CHIC1"
"TEF"
"TRBVB"
"LMBR1L"
"MRM3"
"POGK"
"NRAV"
"SNRNP40"
"PRDM11"
"TRMT1L"
"ZNF396"
"PARP10"
"PDE7B"
"WDR7"
"ZNF264"
"MRPL13"
"KLHL26"
"RGS16"
"PEX5"
"PGBD1"
"ZHX3"
"STEAP3"
"FHIP2A"
"ZNF440"
"TBC1D4"
"CDC42BPG"
"ZNF610"
"SLC4A7"
"VWA5A"
"MED21"
"GTF2B"
"TEC"
"MYO9A"
"TTN"
"RAB14"
"CD248"
"ACSF2"
"ZWILCH"
"GOLPH3L"
"MRPL35"
"TSG101"
"DPY19L3-DT"
"SMC6"
"PTTG1"
"PALM2AKAP2"
"HDGFL3"
"PIP5K1A"
"TGFB3"
"POGLUT2"
"ARMC9"
"SASS6"
"UBA6"
"ATMIN"
"ZNF589"
"VPREB3"
"TRIM24"
"CEP290"
"ZNF439"
"LOXL1-AS1"
"MCM3AP-AS1"
"CYSLTR1"
"PIK3C3"
"LINC01205"
"COTL1"
"SULF2"
"TMEM30A"
"CHEK1"
"BMP4"
"SNAPC4"
"TBX6"
"ADGRG3"
"ASF1B"
"PABIR3"
"IL12RB1"
"ZNF2"
"SAMD8"
"TNFRSF1B"
"UCP2"
"ZNF584"
"CLSPN"
"UCKL1-AS1"
"DCAF11"
"TAMM41"
"GPX7"
"DDX3Y"
"CHRM3-AS2"
"AHCYL2"
"HLA-DOA"
"AKR1C3"
"HMGCL"
"ANKRD9"
"ZNF528"
"UTRN"
"ZNF542P"
"SIAH3"
"TNFAIP3"
"CIP2A"
"WDCP"
"PARS2"
"APTX"
"OBSCN-AS1"
"CD40LG"
"RNF208"
"OXSM"
"FAM114A2"
"AP3M1"
"HNRNPA1P37"
"CUBN"
"ANKRD26"
"ZNF627"
"TRIM39"
"RALGAPA2"
"MORN1"
"DLAT"
"DNA2"
"SFXN2"
"PAPSS1"
"DUSP28"
"HOMER1"
"LINC00960"
"PKIG"
"PRRT4"
"SYNE2"
"ESPN"
"CENPI"
"BRPF1"
"AP3D1"
"CCDC65"
"ZNF225-AS1"
"NAT9"
"PM20D2"
"MOCS3"
"ZNF677"
"CFAP298-TCP10L"
"YTHDF3-DT"
"SCRIB"
"TUBGCP2"
"THNSL2"
"OVCH1-AS1"
"PRR22"
"TRPC4AP"
"NAPEPLD"
"SNAI3-AS1"
"STK35"
"GOLGA2P5"
"BTLA"
"WASHC5"
"ATP2B4"
"ZNF84"
"FAM229A"
"LEPR"
"H4C8"
"ZNF184"
"SSX2IP"
"MARCHF1"
"SACM1L"
"TMEM64"
"CCDC15"
"RGS9BP"
"PIK3C2A"
"TCAP"
"TMPPE"
"DAPP1"
"DCLRE1A"
"ARMCX3"
"B2M"
"KIF19"
"CRACDL"
"SCART1"
"WDR5B"
"ZNF783"
"TMEM204"
"FAM222B"
"CCL20"
"NLRP3"
"CCL3"
"C9orf72"
"PARN"
"PSAT1"
"SERPINE2"
"TMED3"
"ZNF138"
"ALKBH1"
"HSP90B1"
"BORA"
"TKFC"
"SFXN4"
"C4orf19"
"ZNF85"
"SLC39A8"
"ULK1"
"GCSAM"
"PCYOX1L"
"DNAJB12"
"HIPK1-AS1"
"ZNF281"
"SUMO4"
"SMG8"
"TRAV20"
"MIR646HG"
"DHX58"
"STAG1-DT"
"ZNF585A"
"BAG3"
"DLG2"
"SCAPER"
"WDR26"
"XIAP"
"FSD1L"
"TMEM106C"
"GSTCD"
"PLCE1"
"IZUMO4"
"MAPK13"
"RUNDC1"
"ATP6V1G1"
"ATP6AP2"
"ZNF83"
"WDR47"
"MOSPD2"
"C5orf63"
"PYGB"
"LINC02918"
"IQCH"
"GNRHR2"
"EIF3J-DT"
"ABCE1"
"HYCC1"
"MEGF8"
"ZCWPW1"
"NDE1"
"MOCS2-DT"
"HMGN3-AS1"
"IGIP"
"DNAL1"
"EIF3H"
"KANK1"
"TIAM2"
"PPM1D"
"BTN2A2"
"BCL7A"
"MIGA1"
"CCDC163"
"UBE2Q2"
"LRRC2"
"LRRC1"
"FLT3LG"
"FAM217B"
"CPTP"
"PUS10"
"SAYSD1"
